player,Linkname,Link,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,Snaps,IsTransfer,X2023School,DraftYear
Robert Armes,Robert-Armes,https://premium.pff.com/api/v1/players?league=ncaa&id=156515,156515,HB,FAU,1,2,1,0,0,0,0,16,0,0,1,12,200,1,1,165,0,0,67.8,63.2,68.8,,,60.8,62.2,60,13,0,-5,1,1,5,0,0,1,3,0,16,12,6,8,-5,2,6,0,Florida Atlantic,2024
Latrell Caples,Latrell-Caples,https://premium.pff.com/api/v1/players?league=ncaa&id=128119,128119,WR,BOISE ST,14,2,0,0,0,0,2,6,1,6,0,3,17,0,0,120,0,0,83.2,67.9,43.4,,,69.1,61.1,60.4,5,4,549,51,322,277,0,0,73,53,0,6,3,1.5,3,1.7,0,619,0,Boise State,2024
KZ Adams,KZ-Adams,https://premium.pff.com/api/v1/players?league=ncaa&id=156690,156690,HB,GA STATE,2,2,1,0,0,0,0,5,0,0,1,7,175,0,0,175,0,0,68.9,70.2,67.3,,,58.7,68.5,,5,0,0,0,2,2,0,0,0,2,0,5,7,3.5,2.5,0,2,#N/A,0,Georgia State,2026
Charlie Jones,Charlie-Jones,https://premium.pff.com/api/v1/players?league=ncaa&id=55038,55038,WR,PURDUE,13,2,0,0,0,0,1,3,3,6,0,1,2.7,0,0,273,1,0,74.3,81.6,58.5,,61,83.8,56.1,49.8,2,3,1361,110,505,298,0,0,154,112,0,3,1,0.5,1.5,2.7,0,834,0,Purdue,2023
Tanner Knue,Tanner-Knue,https://premium.pff.com/api/v1/players?league=ncaa&id=52961,52961,WR,E MICHIGAN,12,2,0,0,0,0,0,16,1,2,0,9,18.8,1,1,160,0,2,74.3,76.5,68.8,,,75.3,68.2,74.2,11,2,638,46,353,295,0,0,67,48,0,16,9,4.5,8,1.81,0,671,0,Eastern Michigan,2024
Charles Kellom,Charles-Kellom,https://premium.pff.com/api/v1/players?league=ncaa&id=156890,156890,HB,AKRON,1,2,2,0,0,0,0,27,0,0,2,19,950,2,1,102,0,2,65.5,86.4,68.2,,,60,78.3,60,14,0,0,0,1,3,0,0,0,2,0,27,19,9.5,13.5,0,0,4,0,Akron,2026
Malachi Carter,Malachi-Carter,https://premium.pff.com/api/v1/players?league=ncaa&id=77993,77993,WR,GA TECH,11,2,1,1,111.1,40,0,36,1,4,1,34,340,1,1,176,0,0,71.7,58.5,87.3,,,57.3,67.9,59,40,0,346,23,323,223,0,0,42,25,0,36,34,17,18,1.07,0,558,0,Georgia Tech,2023
Marvin Mims,Marvin-Mims,https://premium.pff.com/api/v1/players?league=ncaa&id=122937,122937,WR,OKLAHOMA,13,2,0,0,0,0,0,3,5,7,0,3,18.8,0,0,261,1,0,72.4,75.5,52.8,,61,77.1,57.7,63.7,4,2,1082,54,394,385,0,0,87,56,0,3,3,1.5,1.5,2.75,0,804,0,Oklahoma,2023
Braylon Stewart,Braylon-Stewart,https://premium.pff.com/api/v1/players?league=ncaa&id=156952,156952,HB,NEW MEX ST,1,2,0,0,0,0,0,4,0,0,0,1,0,0,0,242,0,0,65.5,58.6,67.6,,74.6,,58.4,,5,0,0,0,0,2,0,0,0,2,0,4,1,0.5,2,,2,3,0,New Mexico State,2026
Gi'Bran Payne,Gi'Bran-Payne,https://premium.pff.com/api/v1/players?league=ncaa&id=156963,156963,HB,NOTRE DAME,1,2,0,0,0,0,0,5,0,0,0,3,0,0,0,258,0,1,66.7,53.6,66.2,,,,55.6,,3,0,0,0,0,2,0,0,0,2,0,5,3,1.5,2.5,,1,#N/A,0,Notre Dame,2026
Javaris Bufford,Javaris-Bufford,https://premium.pff.com/api/v1/players?league=ncaa&id=157140,157140,HB,MISS STATE,1,2,1,1,83.3,15,0,18,0,0,1,8,200,1,1,227,0,0,65.5,71.1,69.3,,72.8,57.9,69.6,,15,0,0,0,3,2,0,0,1,2,0,18,8,4,9,0,2,7,0,Mississippi State,2025
Wyatt Rector,Wyatt-Rector,https://premium.pff.com/api/v1/players?league=ncaa&id=77687,77687,TE,FLORIDA ST,12,2,0,0,0,0,0,4,0,0,0,3,0,0,0,167,0,0,67.2,56.3,77.3,60.7,69.2,52.4,56.7,60.3,4,0,0,0,8,35,0,0,0,2,0,4,3,1.5,2,0,0,52,0,Florida State,2023
Jackson Stratton,Jackson-Stratton,https://premium.pff.com/api/v1/players?league=ncaa&id=157206,157206,QB,COLO STATE,4,1,0,0,0,0,0,-1,0,0,0,0,0,1,1,144,0,0,67.7,49.1,73.5,45.9,,,64.7,60,18,0,0,0,0,8,18,1,0,1,0,17,7,3.5,8.5,,0,27,0,Colorado State,2026
Arlen Harris,Arlen-Harris,https://premium.pff.com/api/v1/players?league=ncaa&id=157265,157265,HB,STANFORD,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,300,0,2,65.5,56.2,66.4,,,,57.2,,2,0,0,0,0,2,0,0,0,2,0,1,1,0.5,0.5,,0,#N/A,0,Stanford,2026
Wiley Green,Wiley-Green,https://premium.pff.com/api/v1/players?league=ncaa&id=75891,75891,QB,RICE,2,1,0,0,0,0,0,1,0,0,0,2,0,0,1,275,1,1,67.7,52.5,74.2,55.2,,,52.8,60,2,0,0,0,0,14,2,1,0,1,0,3,4,2,1.5,,0,34,0,Rice,2023
Isaiah Holiness,Isaiah-Holiness,https://premium.pff.com/api/v1/players?league=ncaa&id=74501,74501,WR,UMASS,6,2,0,0,0,0,0,7,0,0,0,1,0,0,0,216,0,0,68.1,65,77.2,,,64.7,63,57.3,6,0,12,5,21,35,0,0,6,7,0,7,1,0.5,3.5,0.57,0,56,0,UMass,2023
Trebor Pena,Trebor-Pena,https://premium.pff.com/api/v1/players?league=ncaa&id=123051,123051,WR,SYRACUSE,11,2,0,0,0,0,0,8,2,6,0,4,50,0,1,304,0,0,67.3,61.1,36.1,58.4,,61.2,62.9,60.4,8,1,203,22,148,81,0,0,27,24,0,8,4,2,4,1.37,0,236,0,Syracuse,2025
Bradley Davis,Bradley-Davis,https://premium.pff.com/api/v1/players?league=ncaa&id=157539,157539,HB,APP STATE,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,108,0,1,65.5,58.2,66.4,,,,58.7,,2,0,0,0,0,2,0,0,0,2,0,1,0,0,0.5,,1,#N/A,0,Appalachian State,2025
Ryan Burger,Ryan-Burger,https://premium.pff.com/api/v1/players?league=ncaa&id=157544,157544,QB,APP STATE,1,0,1,0,0,0,0,0,0,0,0,,100,2,2,108,0,0,64.9,71.5,73.3,59.6,,,70.8,60,12,0,0,0,0,18,23,2,0,0,0,23,18,9,11.5,,0,26,0,Appalachian State,2026
Rocco Becht,Rocco-Becht,https://premium.pff.com/api/v1/players?league=ncaa&id=157567,157567,QB,IOWA STATE,3,1,1,0,0,0,0,-5,0,0,0,0,0,0,0,193,1,0,67,53.2,75.5,55.5,,54.3,54.1,60,2,0,0,0,1,27,2,1,1,1,0,-3,9,4.5,-1.5,0,1,47,0,Iowa State,2026
Jordyn Tyson,Jordyn-Tyson,https://premium.pff.com/api/v1/players?league=ncaa&id=157690,157690,WR,COLORADO,9,2,1,0,,0,0,0,5,0,1,7,14,0,0,143,0,1,75.1,71,41.8,58,,72.5,56.2,57.6,1,1,466,23,166,94,0,0,48,25,0,0,7,3.5,0,2.81,0,270,1,#N/A,#N/A
Braylin Presley,Braylin-Presley,https://premium.pff.com/api/v1/players?league=ncaa&id=157793,157793,WR,OKLA STATE,5,2,0,0,0,0,0,3,1,1,0,1,8.3,0,0,262,0,0,67.3,50.6,77.5,,,50.7,59.6,60.8,2,0,17,4,37,12,0,0,7,6,0,3,1,0.5,1.5,0.46,0,49,2,Tulsa,2026
Cartraven Walker,Cartraven-Walker,https://premium.pff.com/api/v1/players?league=ncaa&id=157880,157880,HB,UTEP,1,2,0,0,0,0,0,9,0,0,0,5,0,0,0,330,0,1,65.5,67.5,69.7,,77.8,57.7,65.4,,7,0,0,0,3,2,0,0,0,2,0,9,5,2.5,4.5,0,1,10,0,UTEP,2024
Micah Bell,Micah-Bell,https://premium.pff.com/api/v1/players?league=ncaa&id=157984,157984,HB,CHARLOTTE,1,2,0,0,0,0,0,9,0,0,0,4,0,0,1,136,0,0,65.5,63.7,65.2,,,,62.7,,7,0,0,0,0,2,0,0,0,2,0,9,4,2,4.5,,2,#N/A,1,#N/A,#N/A
Xzavier Henderson,Xzavier-Henderson,https://premium.pff.com/api/v1/players?league=ncaa&id=124380,124380,WR,FLORIDA,11,2,2,0,0,0,0,4,1,7,2,9,106.6,0,0,163,0,0,37.9,67.1,88.3,,,65.9,,69.1,3,0,406,36,247,246,0,0,51,38,0,4,9,4.5,2,1.64,0,504,1,#N/A,#N/A
Earnest Crownover,Earnest-Crownover,https://premium.pff.com/api/v1/players?league=ncaa&id=124312,124312,FB,TEXAS A&M,11,2,0,0,0,0,0,2,0,0,0,3,0,0,0,312,1,0,13.2,61.4,76.8,,65.5,30,58.5,70.3,2,0,22,1,6,53,0,0,2,3,0,2,3,1.5,1,3.67,2,61,0,Texas A&M,2024
Braydon Johnson,Braydon-Johnson,https://premium.pff.com/api/v1/players?league=ncaa&id=61576,61576,WR,OKLA STATE,10,2,0,1,100,17,1,17,7,6,0,1,8.8,1,1,262,0,0,72.7,60.7,66.4,,,60.3,62.7,60.8,17,1,566,32,312,216,0,0,67,34,0,17,1,0.5,8.5,1.81,0,545,0,Oklahoma State,2023
Tyjon Lindsey,Tyjon-Lindsey,https://premium.pff.com/api/v1/players?league=ncaa&id=61489,61489,WR,OREGON ST,13,2,1,0,0,0,0,21,2,6,1,14,153.1,1,2,265,0,0,72.6,68.1,50.6,47.9,,69.8,67.6,54.6,13,1,307,30,203,149,0,0,41,32,1,21,14,7,10.5,1.51,0,372,0,Oregon State,2023
Tiquan Gilmore,Tiquan-Gilmore,https://premium.pff.com/api/v1/players?league=ncaa&id=158483,158483,WR,UTAH,2,2,0,0,,0,0,0,0,0,0,0,0,0,0,328,0,0,71.5,61.2,66.9,,,,60.6,60,6,0,0,0,0,3,0,0,0,2,0,0,0,0,0,,2,3,1,#N/A,#N/A
Henry Donohue,Henry-Donohue,https://premium.pff.com/api/v1/players?league=ncaa&id=158534,158534,HB,MICHIGAN,1,2,0,0,0,0,0,6,0,0,0,5,0,0,0,222,0,0,65.5,65.6,65.4,,,,64.1,,5,0,0,0,0,2,0,0,0,2,0,6,5,2.5,3,,2,#N/A,0,Michigan,2025
Matt Landers,Matt-Landers,https://premium.pff.com/api/v1/players?league=ncaa&id=61271,61271,WR,ARKANSAS,13,2,0,0,0,0,1,16,4,13,0,3,39.8,1,0,111,1,0,45.8,69.6,54.4,,,72.3,43.3,58,10,3,901,47,387,429,0,0,72,49,0,16,3,1.5,8,2.33,0,836,0,Arkansas,2023
Brady Russell,Brady-Russell,https://premium.pff.com/api/v1/players?league=ncaa&id=60876,60876,TE,COLORADO,11,2,1,0,,0,0,0,5,3,1,8,72.7,0,0,143,0,0,71.4,52.1,39.9,,74.1,42.7,55.5,70.2,1,3,153,20,231,251,0,0,41,22,0,0,8,4,0,0.66,0,551,0,Colorado,2023
T.Y. Harding,T.Y.-Harding,https://premium.pff.com/api/v1/players?league=ncaa&id=158763,158763,WR,UMASS,4,2,0,0,0,0,0,5,0,0,0,4,0,0,0,216,0,2,66.3,52.1,79.6,,,52.3,63.4,42.3,5,0,-3,1,23,45,0,0,4,3,0,5,4,2,2.5,-0.13,0,69,0,UMass,2026
Sheldon Canley II,Sheldon-Canley-II,https://premium.pff.com/api/v1/players?league=ncaa&id=158782,158782,HB,S DIEGO ST,1,2,0,0,0,0,0,4,0,0,0,6,0,0,0,284,0,1,66.3,59.6,66.9,,,65.7,58.6,,3,0,2,1,1,2,0,0,1,3,0,4,6,3,2,2,1,#N/A,0,San Diego State,2026
Lucky Sutton,Lucky-Sutton,https://premium.pff.com/api/v1/players?league=ncaa&id=158807,158807,HB,S DIEGO ST,1,2,0,0,0,0,0,8,0,0,0,3,0,0,0,284,0,1,67.3,63.9,67.8,,,,62.9,,4,0,0,0,0,3,0,0,0,2,0,8,3,1.5,4,,1,#N/A,0,San Diego State,2026
John Samuel Shenker,John-Samuel-Shenker,https://premium.pff.com/api/v1/players?league=ncaa&id=60854,60854,TE,AUBURN,12,2,1,0,0,0,1,-3,2,5,1,4,54.5,0,0,115,0,0,71.8,57.8,49.5,,53.2,55.7,58.8,64.7,2,5,208,20,289,334,0,0,34,22,0,-3,4,2,-1.5,0.72,0,666,0,Auburn,2023
Ryan Jones,Ryan-Jones,https://premium.pff.com/api/v1/players?league=ncaa&id=60728,60728,TE,E CAROLINA,12,2,0,0,0,0,0,7,3,14,0,5,79.5,0,0,156,1,1,44,58.6,23.7,,73.5,63.3,56.2,42,6,3,406,42,339,213,0,0,59,44,0,7,5,2.5,3.5,1.2,0,575,0,East Carolina,2023
Rashad Amos,Rashad-Amos,https://premium.pff.com/api/v1/players?league=ncaa&id=124224,124224,HB,S CAROLINA,2,2,0,0,0,0,0,7,0,0,0,6,0,0,0,289,1,1,9.8,39.7,70.7,,,58,43.5,60,9,0,0,0,2,3,0,0,0,2,0,7,6,3,3.5,0,1,6,2,Miami (OH),2024
Jordan Lowe,Jordan-Lowe,https://premium.pff.com/api/v1/players?league=ncaa&id=130626,130626,HB,TOLEDO,2,2,2,1,78.4,29,0,37,0,0,2,29,1450,1,1,316,0,1,65.5,78.6,67.3,,,58.6,75.5,,29,0,0,0,2,2,0,0,0,2,1,37,29,14.5,18.5,0,1,#N/A,0,Toledo,2025
LV Bunkley-Shelton,LV-Bunkley-Shelton,https://premium.pff.com/api/v1/players?league=ncaa&id=131606,131606,WR,OKLAHOMA,12,2,0,0,0,0,0,5,1,0,0,5,0,0,0,261,0,1,71.7,55.1,80.5,,,54,58.1,60.9,5,0,24,2,43,89,0,0,4,4,0,5,5,2.5,2.5,0.56,0,133,0,Oklahoma,2024
Ty Lenhart,Ty-Lenhart,https://premium.pff.com/api/v1/players?league=ncaa&id=109010,109010,QB,DUKE,1,2,0,0,0,0,0,-3,0,0,0,0,0,0,0,154,0,0,65.5,60.9,65.5,,,,60.1,,-1,0,0,0,0,2,0,0,0,2,0,-3,0,0,-1.5,,0,#N/A,0,Duke,2023
Turner Helton,Turner-Helton,https://premium.pff.com/api/v1/players?league=ncaa&id=163044,163044,QB,W KENTUCKY,1,2,0,0,0,0,0,-2,0,0,0,0,0,0,0,346,0,0,65.5,61.3,67.4,,,,60.1,60,-1,0,0,0,0,4,0,0,0,2,0,-2,0,0,-1,,0,4,0,Western Kentucky,2026
Charles Hall,Charles-Hall,https://premium.pff.com/api/v1/players?league=ncaa&id=111283,111283,WR,ARIZONA ST,11,2,2,2,100,37,0,37,0,3,2,29,659.1,2,2,110,0,0,69.7,65.5,13.2,,,63.9,75.2,57.1,20,1,104,9,79,60,0,0,14,11,0,37,29,14.5,18.5,1.32,0,146,0,Arizona State,2023
T.J. Jones,T.J.-Jones,https://premium.pff.com/api/v1/players?league=ncaa&id=101706,101706,WR,UAB,13,2,0,1,54.8,17,0,31,0,12,0,7,135.5,2,2,321,1,0,33.2,73.2,82,,,72.4,67.6,61.5,17,0,231,29,72,98,0,0,31,31,0,31,7,3.5,15.5,3.21,0,175,0,UAB,2024
Sam LaPorta,Sam-LaPorta,https://premium.pff.com/api/v1/players?league=ncaa&id=101690,101690,TE,IOWA,12,2,0,0,0,0,0,6,6,20,0,4,66.7,0,0,192,1,2,74.9,80.1,89.3,,63,85.2,62.8,53.1,6,0,648,58,301,291,0,0,90,60,0,6,4,2,3,2.15,0,613,0,Iowa,2023
Cooper Jewett,Cooper-Jewett,https://premium.pff.com/api/v1/players?league=ncaa&id=101654,101654,HB,NEBRASKA,1,2,1,0,0,0,0,6,0,0,1,2,50,0,0,238,0,2,65.5,63.5,66.4,,,,62.5,,4,0,0,0,0,2,0,0,0,2,0,6,2,1,3,,0,#N/A,0,Nebraska,2025
Amin Hassan,Amin-Hassan,https://premium.pff.com/api/v1/players?league=ncaa&id=144313,144313,HB,NAVY,11,1,0,0,0,0,0,3,0,0,0,0,0,0,0,237,0,0,84.6,58,82.7,,84.7,52.1,60,59.6,3,0,0,0,22,204,0,0,0,1,0,3,0,0,3,0,0,229,0,Navy,2025
Dorian Morris,Dorian-Morris,https://premium.pff.com/api/v1/players?league=ncaa&id=100679,100679,WR,N TEXAS,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,251,0,0,62.5,59.2,62.7,,,,59.6,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,1,#N/A,0,North Texas,2025
Devin Culp,Devin-Culp,https://premium.pff.com/api/v1/players?league=ncaa&id=84080,84080,TE,WASHINGTON,13,1,0,0,0,0,0,2,7,4,0,2,26.7,0,1,340,0,0,72.2,59.5,50.2,,73.6,56.3,62.2,62.7,2,2,266,29,203,188,0,0,43,30,0,2,2,2,2,1.31,0,469,0,Washington,2024
Payne Durham,Payne-Durham,https://premium.pff.com/api/v1/players?league=ncaa&id=84037,84037,TE,PURDUE,13,1,0,0,0,0,0,4,2,10,0,3,52.6,0,1,273,0,0,74.7,67.6,67.1,,51.4,70.3,62.7,56.7,4,3,560,56,455,328,0,0,77,57,0,4,3,3,4,1.23,0,861,0,Purdue,2023
Roc Taylor,Roc-Taylor,https://premium.pff.com/api/v1/players?league=ncaa&id=144283,144283,WR,MEMPHIS,11,1,0,0,0,0,0,5,2,9,0,4,171.4,0,0,218,0,0,70.8,64.3,84.6,,54.4,64.7,59.5,55.7,5,0,225,20,158,113,0,0,34,21,0,5,4,4,5,1.42,0,283,0,Memphis,2025
Gaston Moore,Gaston-Moore,https://premium.pff.com/api/v1/players?league=ncaa&id=123756,123756,QB,TENNESSEE,3,1,0,0,0,0,0,-9,0,0,0,0,0,0,0,307,1,0,63.8,57.4,70.7,56.6,,,60,60,-9,0,0,0,0,7,0,0,0,1,0,-9,0,0,-9,,0,12,0,Tennessee,2024
Bryce Childress,Bryce-Childress,https://premium.pff.com/api/v1/players?league=ncaa&id=123695,123695,WR,NEW MEX ST,13,1,2,0,0,0,0,5,1,4,2,2,70.6,0,0,242,1,1,25,65.1,81,,61.1,63.7,63.5,63.9,5,0,208,16,93,81,0,0,27,17,0,5,2,2,5,2.24,0,181,0,New Mexico State,2024
Hunter Rogers,Hunter-Rogers,https://premium.pff.com/api/v1/players?league=ncaa&id=124252,124252,LS,S CAROLINA,8,1,0,0,0,0,0,5,0,0,0,1,0,0,0,289,1,0,9.3,64.3,64.1,,99.9,87.7,55.1,58.4,5,0,23,1,1,4,0,0,1,2,0,5,1,1,5,23,0,10,0,South Carolina,2023
Austin Erickson,Austin-Erickson,https://premium.pff.com/api/v1/players?league=ncaa&id=128261,128261,WR,NEW MEXICO,6,1,0,0,0,0,0,7,0,0,0,0,0,0,0,241,0,0,65.3,57.8,81.4,,,54.2,63.1,69.5,7,0,19,2,51,68,0,0,5,3,0,7,0,0,7,0.37,1,121,0,New Mexico,2023
Javon Harvey,Javon-Harvey,https://premium.pff.com/api/v1/players?league=ncaa&id=97278,97278,WR,DOMINION,12,1,0,0,0,0,0,-4,3,10,0,1,32.3,0,0,263,1,0,34.3,62.9,63.1,59.4,,64.3,59.6,47.3,-4,2,554,30,338,163,0,0,50,31,0,-4,1,1,-4,1.64,1,519,0,Old Dominion,2024
Ryan Jankowski,Ryan-Jankowski,https://premium.pff.com/api/v1/players?league=ncaa&id=145600,145600,QB,AKRON,2,1,0,0,0,0,0,-2,0,0,0,0,0,0,0,102,0,0,64.4,45.5,69.8,43.3,,,60,60,-2,1,0,0,0,6,0,0,0,1,0,-2,0,0,-2,,0,8,0,Akron,2025
Jerjuan Newton,Jerjuan-Newton,https://premium.pff.com/api/v1/players?league=ncaa&id=97308,97308,WR,TOLEDO,14,1,0,0,0,0,1,-1,1,12,0,0,0,0,0,316,3,0,21.6,67.2,60.3,,,68.2,,57.7,-1,2,801,52,500,411,0,0,85,53,0,-1,0,0,-1,1.6,0,936,0,Toledo,2024
Jayden Thomas,Jayden-Thomas,https://premium.pff.com/api/v1/players?league=ncaa&id=147485,147485,WR,NOTRE DAME,13,1,1,0,,0,0,0,0,3,1,0,0,0,0,258,0,0,71.5,65.7,41.5,,61,65.3,59.3,68.7,0,2,361,25,281,266,0,0,38,26,0,0,0,0,0,1.28,0,559,0,Notre Dame,2025
Hahsaun Wilson,Hahsaun-Wilson,https://premium.pff.com/api/v1/players?league=ncaa&id=145580,145580,HB,CHARLOTTE,2,1,2,0,0,0,0,4,0,0,2,4,800,0,0,136,0,0,62.5,68.1,66.1,,,,63.5,60,4,0,0,0,0,2,0,0,0,1,0,4,4,4,4,,1,2,0,Charlotte,2025
Jackson Baltar,Jackson-Baltar,https://premium.pff.com/api/v1/players?league=ncaa&id=97389,97389,P,BUFFALO,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,126,1,0,,60,70.3,,,,60,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,0,#N/A,0,Buffalo,2023
Errol Rogers Jr.,Errol-Rogers-Jr.,https://premium.pff.com/api/v1/players?league=ncaa&id=122657,122657,WR,LA LAFAYET,13,1,0,0,0,0,0,7,5,1,0,6,30,0,0,207,1,0,26.5,50.2,83.3,,43.3,51.5,58.9,43.8,7,0,182,19,175,98,0,0,40,20,0,7,6,6,7,1.04,0,281,0,Louisiana,2025
Charles Brown,Charles-Brown,https://premium.pff.com/api/v1/players?league=ncaa&id=147647,147647,WR,TEXAS ST,12,1,0,0,0,0,0,-6,2,2,0,0,0,0,0,314,1,0,70.9,58,28.5,,,58.3,,61.6,-6,2,306,22,269,153,0,0,41,23,0,-6,0,0,-6,1.14,0,430,0,Texas State,2025
Tory Horton,Tory-Horton,https://premium.pff.com/api/v1/players?league=ncaa&id=128232,128232,WR,COLO STATE,12,0,0,0,0,0,0,0,9,15,0,,21.1,0,0,144,1,0,83,78.9,71.9,69.2,,79.9,64.3,52.9,9,1,1131,71,409,254,9,1,109,71,0,9,0,0,9,2.77,0,692,0,Colorado State,2024
Will Pauling,Will-Pauling,https://premium.pff.com/api/v1/players?league=ncaa&id=144234,144234,WR,CINCINNATI,9,1,0,0,0,0,0,-8,1,0,0,0,0,0,0,138,0,0,70.3,61.6,4.5,,63.1,66.8,57.7,33.3,-8,2,117,12,77,46,0,0,23,13,0,-8,0,0,-8,1.52,0,125,2,Wisconsin,2025
Daton Montiel,Daton-Montiel,https://premium.pff.com/api/v1/players?league=ncaa&id=97392,97392,P,FIU,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,166,1,0,11.1,44.5,70.3,,,,44.8,,-1,0,0,0,0,1,0,0,0,1,0,-1,0,0,-1,,0,#N/A,0,Florida International,2024
Colbie Young,Colbie-Young,https://premium.pff.com/api/v1/players?league=ncaa&id=162739,162739,WR,MIAMI FL,10,1,0,0,0,0,0,-9,3,2,0,0,0,0,0,220,0,0,72.4,63,56,,,67.8,60,32.1,-9,2,376,32,215,172,0,0,51,33,0,-9,0,0,-9,1.75,0,395,0,Miami,2025
Alex Bales,Alex-Bales,https://premium.pff.com/api/v1/players?league=ncaa&id=100970,100970,K,OREGON,1,1,0,0,0,0,0,-11,0,0,0,0,0,0,0,264,1,0,11.1,60,70.3,,,,60,,-11,0,0,0,0,1,0,0,0,1,0,-11,0,0,-11,,0,#N/A,0,Oregon,2024
Jordan Smart,Jordan-Smart,https://premium.pff.com/api/v1/players?league=ncaa&id=152307,152307,WR,N TEXAS,11,1,1,0,0,0,0,4,1,6,1,4,127.3,0,0,251,0,0,72,76.1,81.4,,,75.4,63,69,4,0,331,21,114,106,0,0,31,22,0,4,4,4,4,2.9,0,225,0,North Texas,2025
Jaylon Lott,Jaylon-Lott,https://premium.pff.com/api/v1/players?league=ncaa&id=123321,123321,HB,UTSA,1,1,0,0,0,0,0,3,0,0,0,2,0,0,0,331,0,0,62.5,57.4,67.4,,,60,59.6,60,3,0,0,0,1,2,0,0,0,1,0,3,2,2,3,0,1,3,0,UT San Antonio,2024
Judge Culpepper,Judge-Culpepper,https://premium.pff.com/api/v1/players?league=ncaa&id=82504,82504,DI,TOLEDO,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,316,0,0,62.5,68.6,63.6,,,,63.3,,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,,0,#N/A,0,Toledo,2024
Shaleak Knotts,Shaleak-Knotts,https://premium.pff.com/api/v1/players?league=ncaa&id=162798,162798,WR,MARYLAND,8,1,0,0,0,0,0,7,0,2,0,0,0,0,0,215,0,0,67,54.8,79.1,,,57.3,57.5,47.6,7,0,25,5,29,27,0,0,11,6,0,7,0,0,7,0.86,0,57,0,Maryland,2026
Carson Bay,Carson-Bay,https://premium.pff.com/api/v1/players?league=ncaa&id=155194,155194,P,AIR FORCE,2,1,0,0,,0,0,0,0,0,0,0,0,0,0,101,0,0,62.5,60.4,73.6,,,,60,60,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,,0,2,0,Air Force,2025
Octavian Smith Jr.,Octavian-Smith-Jr.,https://premium.pff.com/api/v1/players?league=ncaa&id=162805,162805,WR,MARYLAND,12,1,1,0,0,0,0,8,0,3,1,7,215.4,0,1,215,0,0,73.8,67.6,26.2,,,68.6,62.5,56.9,8,2,157,12,117,80,0,0,17,13,0,8,7,7,8,1.34,1,200,0,Maryland,2026
Bobo Miller,Bobo-Miller,https://premium.pff.com/api/v1/players?league=ncaa&id=124142,124142,HB,OLE MISS,1,1,0,0,0,0,0,11,0,0,0,4,0,1,1,226,0,0,62.5,66.2,65.4,,,60,63.5,,11,0,0,0,1,1,0,0,0,1,0,11,4,4,11,0,1,#N/A,0,Ole Miss,2025
Xavier Weaver,Xavier-Weaver,https://premium.pff.com/api/v1/players?league=ncaa&id=101130,101130,WR,USF,9,1,0,0,0,0,0,1,7,10,0,3,55.6,0,0,327,2,0,29.4,77,87.4,,,77.5,59.5,61.1,1,1,716,53,240,233,0,0,93,54,0,1,3,3,1,2.98,0,484,2,Colorado,2024
Koy Moore,Koy-Moore,https://premium.pff.com/api/v1/players?league=ncaa&id=124104,124104,WR,AUBURN,12,1,0,0,0,0,0,8,3,1,0,3,14.3,0,0,115,0,0,70.8,54.5,87,42.5,61,57.4,57.5,47.4,8,0,314,20,259,251,0,0,40,21,0,8,3,3,8,1.21,0,524,0,Auburn,2025
Jack Sullivan,Jack-Sullivan,https://premium.pff.com/api/v1/players?league=ncaa&id=82375,82375,ED,PURDUE,2,1,0,0,0,0,0,5,0,0,0,4,0,0,1,273,0,1,62.5,64.2,60,,,,62.3,60,5,1,0,0,0,2,0,0,0,1,0,5,4,4,5,,0,2,2,USC,2024
Caleb Junko,Caleb-Junko,https://premium.pff.com/api/v1/players?league=ncaa&id=144026,144026,K,PITTSBURGH,1,1,0,0,0,0,0,-22,0,0,0,0,0,0,0,268,1,0,11.1,60,70.3,,,,60,,-22,0,0,0,0,1,0,0,0,1,0,-22,0,0,-22,,0,#N/A,0,Pittsburgh,2025
Bryce Baringer,Bryce-Baringer,https://premium.pff.com/api/v1/players?league=ncaa&id=60274,60274,P,MICH STATE,3,1,0,0,0,0,0,-21,0,0,0,-2,0,0,0,223,1,0,60.3,57.5,69.3,57.7,,,60,60,-21,0,0,0,0,2,0,0,0,1,0,-21,-2,-2,-21,,0,3,0,Michigan State,2023
