player,Linkname,Link,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,Snaps,IsTransfer,X2023School,DraftYear
Courtney Jackson,Courtney-Jackson,https://premium.pff.com/api/v1/players?league=ncaa&id=99703,99703,WR,SYRACUSE,12,2,0,0,0,0,0,-2,2,1,0,2,5.9,0,0,304,1,0,33,56.6,85.7,,,56.2,53.7,64,4,1,201,15,181,144,0,0,25,17,0,-2,2,1,-1,1.11,0,340,2,Arkansas State,2024
Parker Washington,Parker-Washington,https://premium.pff.com/api/v1/players?league=ncaa&id=129799,129799,WR,PENN STATE,10,2,1,0,0,0,0,8,3,15,1,4,66.7,0,0,266,0,0,66.3,76.4,86.2,,61,76.7,64.6,59.6,4,0,611,46,280,196,0,0,66,48,0,8,4,2,4,2.18,0,498,0,Penn State,2023
Emery Simmons,Emery-Simmons,https://premium.pff.com/api/v1/players?league=ncaa&id=99584,99584,WR,INDIANA,12,2,2,1,81.5,44,0,54,3,6,2,51,523.1,2,2,190,0,0,73.4,60.6,86.6,,76.8,59.9,74.9,51.1,44,1,408,37,360,167,0,0,59,39,0,54,51,25.5,27,1.13,0,555,2,Utah,2024
Joshua Youngblood,Joshua-Youngblood,https://premium.pff.com/api/v1/players?league=ncaa&id=99552,99552,WR,RUTGERS,7,2,0,0,0,0,0,3,0,6,0,3,112.5,0,0,278,1,2,24.6,61.1,79.9,,,56.9,65.5,74,5,1,74,6,53,44,0,0,11,8,0,3,3,1.5,1.5,1.4,0,101,0,Rutgers,2024
Champ Flemings,Champ-Flemings,https://premium.pff.com/api/v1/players?league=ncaa&id=52125,52125,WR,ARK STATE,11,2,0,1,75,15,0,20,0,3,0,5,17,1,2,113,0,1,74.6,72,84.6,,,71.6,62.6,62.3,15,0,496,42,255,126,0,0,54,44,0,20,5,2.5,10,1.95,0,390,0,Arkansas State,2023
Trent Howland,Trent-Howland,https://premium.pff.com/api/v1/players?league=ncaa&id=144833,144833,HB,INDIANA,1,2,2,0,0,0,0,12,0,0,2,13,650,0,1,190,0,2,65.5,73.2,68.2,,,,69.6,60,9,0,0,0,0,4,0,0,0,2,0,12,13,6.5,6,,0,4,0,Indiana,2025
Damarius Good,Damarius-Good,https://premium.pff.com/api/v1/players?league=ncaa&id=98554,98554,HB,TEXAS ST,1,2,0,0,0,0,0,6,0,1,0,-1,-16.7,0,0,314,1,0,11.5,36.8,67.8,,67.5,65.2,38.2,,4,0,6,1,2,2,0,0,1,3,0,6,-1,-0.5,3,3,1,5,0,Texas State,2024
Oscar Cardenas,Oscar-Cardenas,https://premium.pff.com/api/v1/players?league=ncaa&id=98291,98291,TE,UTSA,14,2,0,0,0,0,0,3,0,5,0,3,22.7,0,2,331,1,0,35,64.7,75.7,,59.4,67.6,71,52.6,2,1,438,31,328,304,0,0,38,33,0,3,3,1.5,1.5,1.34,0,695,0,UT San Antonio,2023
Louis Brown,Louis-Brown,https://premium.pff.com/api/v1/players?league=ncaa&id=163319,163319,WR,COLO STATE,10,2,4,0,0,0,0,10,0,0,4,18,257.1,0,1,144,0,0,70.1,49.5,47.3,,,50.4,67.6,42.3,6,3,98,12,208,121,0,0,17,14,0,10,18,9,5,0.47,0,337,0,Colorado State,2026
Marvin Harrison Jr.,Marvin-Harrison-Jr.,https://premium.pff.com/api/v1/players?league=ncaa&id=145056,145056,WR,OHIO STATE,13,2,1,1,56.3,18,0,32,3,9,1,6,38,2,2,260,1,0,55.7,90.2,70.8,,,89.9,67.6,71.3,18,1,1263,77,397,332,0,0,118,79,0,32,6,3,16,3.18,0,754,0,Ohio State,2025
Cayden Saunders,Cayden-Saunders,https://premium.pff.com/api/v1/players?league=ncaa&id=145058,145058,HB,OHIO STATE,1,2,0,0,0,0,0,6,0,0,0,3,0,0,0,260,0,0,65.5,65.1,65.2,,,,63.7,,5,0,0,0,0,2,0,0,0,2,0,6,3,1.5,3,,2,#N/A,0,Ohio State,2025
Jalen McGaughy,Jalen-McGaughy,https://premium.pff.com/api/v1/players?league=ncaa&id=98023,98023,WR,C MICHIGAN,11,2,1,0,0,0,0,14,6,3,1,17,154.5,0,1,134,0,0,71.6,62.7,53.1,,,61.2,69.6,67.2,9,1,315,20,208,149,0,0,41,22,0,14,17,8.5,7,1.51,0,374,0,Central Michigan,2025
Todd Justice,Todd-Justice,https://premium.pff.com/api/v1/players?league=ncaa&id=97863,97863,TE,S ALABAMA,11,2,0,1,88.2,30,0,34,0,0,0,4,0,1,1,288,0,0,68,63.9,79.7,,66,67.2,60.6,60.8,30,0,15,1,4,56,0,0,1,3,0,34,4,2,17,3.75,0,62,0,South Alabama,2024
Lance Legendre,Lance-Legendre,https://premium.pff.com/api/v1/players?league=ncaa&id=97779,97779,QB,LA LAFAYET,9,2,2,0,0,0,0,13,0,4,2,6,120,1,1,207,0,0,70.8,71.9,0,60,,74.7,60.5,67.9,11,2,160,13,49,80,0,0,15,15,0,13,6,3,6.5,3.27,2,131,0,Louisiana,2024
Ross Fournet,Ross-Fournet,https://premium.pff.com/api/v1/players?league=ncaa&id=145218,145218,WR,FIU,12,1,0,0,0,0,0,3,2,0,0,3,0,0,0,166,0,0,68.5,53.3,83.2,,,53,58.2,60.3,9,0,59,9,84,53,0,0,17,10,0,12,3,3,12,0.7,0,139,0,Florida International,2026
Solomon Lewis,Solomon-Lewis,https://premium.pff.com/api/v1/players?league=ncaa&id=145250,145250,WR,LA TECH,4,2,2,0,0,0,0,7,1,0,2,8,400,0,0,208,0,1,70.3,49.5,76.9,,,46.5,61.8,61.5,5,0,0,0,18,26,0,0,1,2,0,7,8,4,3.5,0,0,47,0,Louisiana Tech,2025
Dante Cephas,Dante-Cephas,https://premium.pff.com/api/v1/players?league=ncaa&id=97665,97665,WR,KENT STATE,9,2,0,0,0,0,1,12,5,19,0,4,76,0,1,201,1,2,47.2,82.1,65.9,,,82.7,63.4,67.6,8,2,746,48,239,280,0,0,76,50,0,12,4,2,6,3.12,0,537,2,Penn State,2024
Chase Wolf,Chase-Wolf,https://premium.pff.com/api/v1/players?league=ncaa&id=51692,51692,QB,WISCONSIN,2,1,0,0,0,0,0,-3,0,0,0,0,0,0,0,349,1,0,31.1,56.4,77.8,55.9,,,53.2,60,7,0,0,0,0,46,7,1,0,1,0,4,0,0,2,,0,84,1,#N/A,#N/A
Isiah Paige,Isiah-Paige,https://premium.pff.com/api/v1/players?league=ncaa&id=145348,145348,WR,DOMINION,11,2,0,0,0,0,0,16,1,1,0,2,5.6,1,1,263,1,0,66.2,52.4,20.2,,62.1,53.2,72.3,42.4,11,2,151,16,243,113,0,0,29,18,0,16,2,1,8,0.62,0,371,0,Old Dominion,2025
Ramon Jefferson,Ramon-Jefferson,https://premium.pff.com/api/v1/players?league=ncaa&id=57280,57280,HB,KENTUCKY,1,2,1,0,0,0,0,10,0,0,1,11,275,0,1,202,0,0,65.5,67.9,68,,,,65.6,,8,0,0,0,0,2,0,0,0,2,0,10,11,5.5,5,,2,#N/A,0,Kentucky,2023
Blake Bedwell,Blake-Bedwell,https://premium.pff.com/api/v1/players?league=ncaa&id=121915,121915,HB,TEXAS TECH,2,2,0,0,0,0,0,4,0,0,0,2,0,0,0,315,0,0,65.5,57.6,69.4,,,58.3,58.4,60,2,0,0,0,2,5,0,0,0,2,0,4,2,1,2,0,2,7,0,Texas Tech,2025
Corey Crooms,Corey-Crooms,https://premium.pff.com/api/v1/players?league=ncaa&id=97276,97276,WR,W MICHIGAN,12,2,0,0,0,0,0,-5,3,9,0,1,7.6,0,0,347,0,0,75,75.2,86.4,,,75.8,54,65,-2,1,818,57,396,378,0,0,116,59,0,-5,1,0.5,-2.5,2.07,0,802,2,Minnesota,2024
Jeshua Fixel,Jeshua-Fixel,https://premium.pff.com/api/v1/players?league=ncaa&id=97182,97182,HB,NEVADA,1,2,0,0,0,0,0,-1,0,0,0,1,0,0,0,239,0,1,65.5,58.2,65.4,,,,58.7,,0,0,0,0,0,2,0,0,0,2,0,-1,1,0.5,-0.5,,1,#N/A,0,Nevada,2023
Jah'Mar Sanders,Jah'Mar-Sanders,https://premium.pff.com/api/v1/players?league=ncaa&id=163358,163358,WR,NEW MEXICO,3,2,1,1,60,15,0,25,0,0,1,2,25,2,1,241,1,0,12.6,47.2,75.8,,,47.2,57.5,60.5,15,0,5,2,18,13,0,0,2,4,1,25,2,1,12.5,0.28,1,32,2,Lamar,2026
Sebastian Toland,Sebastian-Toland,https://premium.pff.com/api/v1/players?league=ncaa&id=145754,145754,HB,E MICHIGAN,5,2,0,0,0,0,0,9,0,0,0,4,0,0,0,160,1,2,9.8,44.5,74.7,,24.9,53.9,36.9,73.8,6,0,0,0,19,4,0,0,0,2,0,9,4,2,4.5,0,0,31,0,Eastern Michigan,2023
Roman Wilson,Roman-Wilson,https://premium.pff.com/api/v1/players?league=ncaa&id=129604,129604,WR,MICHIGAN,12,2,0,2,100,39,0,39,2,7,0,2,25.9,2,2,222,0,0,73.3,70.7,84.4,,,70.7,68.9,52.3,21,0,376,25,175,104,0,0,37,27,2,39,2,1,19.5,2.15,0,294,0,Michigan,2024
Henry Hesson,Henry-Hesson,https://premium.pff.com/api/v1/players?league=ncaa&id=145798,145798,QB,MIAMI OH,1,1,0,0,0,0,0,-2,0,0,0,0,0,0,0,221,0,0,65.7,47.9,71.2,39.3,,,65.5,60,9,0,0,0,0,8,9,1,0,1,0,7,0,0,3.5,,0,14,0,Miami (OH),2025
Chris Jackson,Chris-Jackson,https://premium.pff.com/api/v1/players?league=ncaa&id=122062,122062,WR,BYU,1,2,0,0,0,0,0,4,0,0,0,3,0,0,0,128,0,0,65.5,52,67.6,,,,55.4,60,7,0,0,0,0,3,0,0,0,2,0,4,3,1.5,2,,0,3,0,BYU,2023
Donald Chaney Jr.,Donald-Chaney-Jr.,https://premium.pff.com/api/v1/players?league=ncaa&id=122207,122207,HB,MIAMI FL,1,2,0,0,0,0,0,8,0,0,0,4,0,0,0,220,0,0,65.5,61.1,71.7,,76.1,55.2,61.7,60,5,0,0,0,8,3,0,0,0,2,0,8,4,2,4,0,2,15,0,Miami,2025
Jsi Hatfield,Jsi-Hatfield,https://premium.pff.com/api/v1/players?league=ncaa&id=97131,97131,WR,E CAROLINA,8,2,2,0,0,0,0,-9,0,3,2,3,53.6,0,0,156,0,0,21.9,63.1,83.8,,,62.2,59.3,67.2,0,0,181,12,122,106,0,0,21,14,0,-9,3,1.5,-4.5,1.48,0,235,0,East Carolina,2024
Colt Fulton,Colt-Fulton,https://premium.pff.com/api/v1/players?league=ncaa&id=145981,145981,QB,BOISE ST,2,2,0,0,0,0,0,4,0,0,0,0,0,0,1,120,0,1,65.5,69.3,69.6,,,,64.4,60,7,0,0,0,0,4,0,0,0,2,0,4,0,0,2,,0,4,0,Boise State,2025
Anthony Gould,Anthony-Gould,https://premium.pff.com/api/v1/players?league=ncaa&id=97078,97078,WR,OREGON ST,10,2,0,1,136.4,15,0,11,5,0,0,7,0,1,1,265,0,0,83.5,71.7,86.6,,61.9,72.1,60.8,61,15,0,457,27,183,224,0,0,43,29,0,11,7,3.5,5.5,2.5,0,425,0,Oregon State,2024
Giles Pooler,Giles-Pooler,https://premium.pff.com/api/v1/players?league=ncaa&id=146019,146019,QB,COLO STATE,2,0,0,0,0,0,0,0,0,0,0,,100,0,0,144,1,0,43.9,33.1,77.4,33.3,,54.3,53.8,60,4,0,0,0,1,34,4,2,0,0,0,4,6,3,2,0,0,77,0,Colorado State,2025
Jaylen Henderson,Jaylen-Henderson,https://premium.pff.com/api/v1/players?league=ncaa&id=146054,146054,QB,FRESNO ST,2,2,0,0,0,0,0,-2,0,0,0,1,0,0,0,169,0,0,65.5,57.8,68.6,,,,58.5,60,2,0,0,0,0,6,0,0,0,2,0,-2,1,0.5,-1,,2,6,2,Texas A&M,2025
DJ England-Chisolm,DJ-England-Chisolm,https://premium.pff.com/api/v1/players?league=ncaa&id=97068,97068,WR,MIDDLE TN,9,2,0,0,0,0,0,12,3,3,0,4,24,0,0,224,0,0,72.4,66.2,83.7,,,64.1,67.6,72.6,7,0,366,23,198,130,0,0,36,25,0,12,4,2,6,1.85,0,339,0,Middle Tennessee,2024
Tyson Mobley,Tyson-Mobley,https://premium.pff.com/api/v1/players?league=ncaa&id=122350,122350,WR,COAST CAR,13,2,1,0,0,0,0,1,0,7,1,12,114.3,0,0,141,0,0,81,64.8,54.6,,,65.5,57.7,61.3,5,2,490,40,400,361,0,0,55,42,0,1,12,6,0.5,1.23,0,787,0,Coastal Carolina,2024
Isaiah Esdale,Isaiah-Esdale,https://premium.pff.com/api/v1/players?league=ncaa&id=88318,88318,WR,RICE,13,1,0,0,0,0,1,2,2,7,0,0,0,0,0,275,0,0,73.1,65.7,87.7,,63.1,67,57.3,49.3,2,2,544,42,369,202,1,1,73,43,0,3,3,1.5,1.5,1.47,0,595,0,Rice,2023
Sam Wiglusz,Sam-Wiglusz,https://premium.pff.com/api/v1/players?league=ncaa&id=88315,88315,WR,OHIO,14,2,1,1,130.4,30,0,23,5,8,1,13,78,1,1,259,0,0,81.7,80.5,85.9,,76.2,81.9,70.3,53.8,30,0,893,73,389,310,0,0,98,75,0,23,13,6.5,11.5,2.3,0,719,0,Ohio,2024
NyNy Davis,NyNy-Davis,https://premium.pff.com/api/v1/players?league=ncaa&id=146223,146223,WR,UTAH ST,12,2,0,0,0,0,0,15,3,2,0,0,0,0,0,329,0,0,70.5,52.5,40.3,,,52.2,62.2,58,9,1,97,14,137,124,0,0,27,16,0,15,0,0,7.5,0.71,0,273,2,Louisiana Monroe,2025
Anthony Simpson,Anthony-Simpson,https://premium.pff.com/api/v1/players?league=ncaa&id=146244,146244,WR,ARIZONA,12,2,0,0,0,0,0,8,0,3,0,4,100,1,1,109,0,0,73.6,62.6,79.2,,,62.4,60.8,58.6,11,0,56,4,44,29,0,0,5,6,0,8,4,2,4,1.27,0,76,2,UMass,2025
Kai Millner,Kai-Millner,https://premium.pff.com/api/v1/players?league=ncaa&id=146286,146286,QB,CAL,3,1,1,0,0,0,0,-1,0,0,0,0,0,1,1,130,0,0,67.4,82.9,73.3,80.8,,,64.2,60,13,0,0,0,0,10,13,1,0,1,0,12,10,5,6,,0,26,2,Northern Arizona,2025
J.Michael Sturdivant,J.Michael-Sturdivant,https://premium.pff.com/api/v1/players?league=ncaa&id=146288,146288,WR,CAL,12,2,0,0,0,0,0,-8,11,6,0,0,0,0,0,130,0,0,75.4,69.8,69.5,,,70.6,56.3,56.3,2,1,755,65,434,205,0,0,102,67,0,-8,0,0,-4,1.74,0,664,2,UCLA,2025
Sam Vidlak,Sam-Vidlak,https://premium.pff.com/api/v1/players?league=ncaa&id=146333,146333,QB,BOISE ST,3,2,0,0,0,0,0,-4,0,0,0,0,0,0,0,120,1,0,68.2,69,6.9,71.5,,,60.1,60,-2,2,0,0,0,21,0,0,0,2,0,-4,0,0,-2,,0,38,2,Montana,2025
Michael Jackson III,Michael-Jackson-III,https://premium.pff.com/api/v1/players?league=ncaa&id=146412,146412,WR,USC,8,2,0,2,100,72,0,72,0,3,0,4,31.6,2,2,326,0,0,79.5,70.2,29.3,,,70.8,68.1,53.3,53,1,236,17,107,78,0,0,21,19,0,72,4,2,36,2.21,0,192,0,USC,2025
Seven McGee,Seven-McGee,https://premium.pff.com/api/v1/players?league=ncaa&id=146562,146562,WR,OREGON,7,2,1,0,0,0,0,11,0,4,1,7,134.6,0,0,264,0,2,73.3,55.8,0,,,55.7,65.5,65.6,6,1,67,11,62,36,0,0,13,13,0,11,7,3.5,5.5,1.08,0,101,2,Jackson State,2025
Jonathan Bennett,Jonathan-Bennett,https://premium.pff.com/api/v1/players?league=ncaa&id=146572,146572,HB,ALABAMA,1,2,0,0,0,0,0,12,0,0,0,6,0,1,1,103,0,0,65.5,65.7,70,,,,64,60,10,0,0,0,0,5,0,0,0,2,0,12,6,3,6,,2,5,0,Alabama,2024
Maddux Madsen,Maddux-Madsen,https://premium.pff.com/api/v1/players?league=ncaa&id=163379,163379,QB,BOISE ST,1,2,0,0,0,0,0,-7,0,0,0,1,0,0,0,120,1,1,65.2,65.9,71.2,68.4,,,58.7,60,1,0,0,0,0,10,0,0,0,2,0,-7,1,0.5,-3.5,,0,14,0,Boise State,2026
Tar'Varish Dawson Jr.,Tar'Varish-Dawson-Jr.,https://premium.pff.com/api/v1/players?league=ncaa&id=146659,146659,WR,AUBURN,4,2,0,0,0,0,0,10,1,0,0,2,0,0,0,115,0,2,66.9,61.7,75.9,,,64.7,54.7,59.8,6,0,30,2,16,24,0,0,5,4,0,10,2,1,5,1.88,0,42,0,Auburn,2025
Carlson Joseph,Carlson-Joseph,https://premium.pff.com/api/v1/players?league=ncaa&id=146681,146681,HB,FLORIDA,1,2,0,0,0,0,0,5,0,0,0,6,0,0,1,163,0,0,65.5,62.6,66.4,,,,61.9,,4,0,0,0,0,2,0,0,0,2,0,5,6,3,2.5,,2,#N/A,0,Florida,2025
Braden Lenzy,Braden-Lenzy,https://premium.pff.com/api/v1/players?league=ncaa&id=84348,84348,WR,NOTRE DAME,13,2,0,0,0,0,0,-1,0,2,0,3,11.5,0,0,258,0,0,71.8,61.7,65.7,,,60.2,54,75.5,7,1,309,24,285,284,0,0,40,26,0,-1,3,1.5,-0.5,1.08,0,581,0,Notre Dame,2023
Darion Williamson,Darion-Williamson,https://premium.pff.com/api/v1/players?league=ncaa&id=122425,122425,WR,FLORIDA ST,4,2,0,0,0,0,0,-2,0,3,0,5,75,0,0,167,0,0,69,73.4,79.4,,,73.2,57.9,70.2,1,0,131,8,35,27,0,0,9,10,0,-2,5,2.5,-1,3.74,0,63,0,Florida State,2023
Ronnie Bell,Ronnie-Bell,https://premium.pff.com/api/v1/players?league=ncaa&id=84288,84288,WR,MICHIGAN,14,2,3,1,61.5,16,0,26,5,10,3,14,142.2,2,2,222,2,0,31.1,77.2,88.1,47.5,,77.4,63.2,69,16,0,888,62,347,393,0,0,97,64,1,26,14,7,13,2.56,0,760,0,Michigan,2023
Stephen Kotsanlee,Stephen-Kotsanlee,https://premium.pff.com/api/v1/players?league=ncaa&id=128385,128385,P,UTAH ST,3,2,0,0,0,0,0,-3,0,0,0,0,0,1,1,329,0,0,65.9,62.5,76.7,60.6,,55.3,63.9,60,10,0,0,0,0,3,0,0,0,2,0,-3,0,0,-1.5,,0,5,0,Utah State,2024
Brian Cobbs,Brian-Cobbs,https://premium.pff.com/api/v1/players?league=ncaa&id=84285,84285,WR,UTAH ST,13,0,2,0,0,0,0,0,5,9,0,,11.8,0,0,329,0,0,75.8,72.3,77.2,62.7,67.8,73.5,53.1,59.1,3,1,923,76,432,445,6,2,117,76,0,6,5,2.5,3,2.14,0,925,0,Utah State,2023
Talik Keaton,Talik-Keaton,https://premium.pff.com/api/v1/players?league=ncaa&id=84282,84282,WR,MARSHALL,8,1,0,0,0,0,0,2,0,4,0,3,57.1,1,1,214,0,0,84.3,63.5,85.2,,,62.5,70.7,57.2,30,0,185,20,172,176,30,1,34,21,0,32,4,2,16,1.08,0,356,0,Marshall,2023
Nico Ragaini,Nico-Ragaini,https://premium.pff.com/api/v1/players?league=ncaa&id=84232,84232,WR,IOWA,11,2,0,0,0,0,0,17,3,7,0,3,29.2,1,1,192,0,0,73,63.3,60.4,,,63.8,63,54.5,12,1,396,34,292,194,0,0,54,36,0,17,3,1.5,8.5,1.36,1,495,0,Iowa,2023
Derwin Burgess Jr.,Derwin-Burgess-Jr.,https://premium.pff.com/api/v1/players?league=ncaa&id=147111,147111,WR,GA SOUTHRN,10,2,0,0,0,0,0,10,4,5,0,5,20.8,0,0,174,0,1,74.9,64.9,52.7,,,65.1,63.2,60.5,6,4,717,58,436,242,0,0,101,60,0,10,5,2.5,5,1.64,0,701,0,Georgia Southern,2025
Connor Riddle,Connor-Riddle,https://premium.pff.com/api/v1/players?league=ncaa&id=84145,84145,WR,BOISE ST,2,2,0,0,0,0,0,-29,0,0,0,-2,0,0,0,120,2,0,9.1,34.2,72,75.8,,58.2,60,59.6,-9,0,0,0,2,15,0,0,0,2,0,-29,-2,-1,-14.5,0,0,18,0,Boise State,2023
Jarris Williams,Jarris-Williams,https://premium.pff.com/api/v1/players?league=ncaa&id=147249,147249,HB,TROY,2,2,0,0,0,0,0,4,0,0,0,3,0,0,0,318,0,1,70.2,51.4,64.9,,,,54.7,,4,0,0,0,0,2,0,0,0,2,0,4,3,1.5,2,,0,#N/A,0,Troy,2025
Mekhi Shaw,Mekhi-Shaw,https://premium.pff.com/api/v1/players?league=ncaa&id=128315,128315,WR,S DIEGO ST,13,2,1,0,0,0,0,7,1,4,1,5,40.3,0,0,284,0,0,73.8,66.5,85.1,,,66.6,63,58.4,7,1,349,29,225,136,0,0,44,31,0,7,5,2.5,3.5,1.55,0,367,0,San Diego State,2025
Geordon Porter,Geordon-Porter,https://premium.pff.com/api/v1/players?league=ncaa&id=84112,84112,WR,NEW MEXICO,8,2,0,0,0,0,0,7,0,6,0,5,62.5,0,0,241,0,2,71.7,70,84.5,,,71.1,56.7,57.6,5,0,312,22,148,137,0,0,36,24,0,7,5,2.5,3.5,2.11,0,290,2,Connecticut,2024
AJ Williams,AJ-Williams,https://premium.pff.com/api/v1/players?league=ncaa&id=147311,147311,FB,ARMY,1,2,1,1,78.8,26,0,33,0,0,1,29,725,1,1,114,0,1,65.5,80,71.9,,,59.8,77,59.5,26,0,0,0,1,4,0,0,0,2,0,33,29,14.5,16.5,0,0,5,0,Army,2025
Daniel Barker,Daniel-Barker,https://premium.pff.com/api/v1/players?league=ncaa&id=83982,83982,TE,MICH STATE,12,2,0,0,0,0,0,1,4,2,0,3,13,0,1,223,0,0,71.4,65.8,15.5,,46.2,69.2,60.6,62.1,4,3,239,21,170,149,0,0,39,23,0,1,3,1.5,0.5,1.41,1,353,0,Michigan State,2023
Harold Joiner,Harold-Joiner,https://premium.pff.com/api/v1/players?league=ncaa&id=83635,83635,HB,MICH STATE,6,2,0,0,0,0,0,1,0,0,0,3,0,0,0,223,0,0,66.3,58.1,73.2,,80.6,56.4,56.9,60.2,1,0,-4,1,16,5,0,0,2,3,0,1,3,1.5,0.5,-0.25,2,26,0,Michigan State,2023
Cammon Cooper,Cammon-Cooper,https://premium.pff.com/api/v1/players?league=ncaa&id=83591,83591,QB,HAWAII,1,2,0,0,0,0,0,2,0,0,0,1,0,0,0,180,0,0,65.5,46.4,67.4,,,,52.4,60,2,0,0,0,0,4,0,0,0,2,0,2,1,0.5,1,,2,4,2,Southeastern Louisiana,2024
Isaiah Spencer,Isaiah-Spencer,https://premium.pff.com/api/v1/players?league=ncaa&id=83536,83536,TE,DOMINION,12,2,0,0,0,0,0,7,1,1,0,3,7.1,0,1,263,0,1,72.2,54.8,32.3,,36.2,59.7,56,50,6,2,184,19,190,111,0,0,31,21,0,7,3,1.5,3.5,0.97,0,322,0,Old Dominion,2024
Will Choloh,Will-Choloh,https://premium.pff.com/api/v1/players?league=ncaa&id=82509,82509,DI,TROY,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,318,0,0,65.5,59.3,68.5,,,,56.4,67.1,1,3,0,0,0,5,0,0,0,2,0,1,1,0.5,0.5,,0,5,0,Troy,2023
Jay Woolfolk,Jay-Woolfolk,https://premium.pff.com/api/v1/players?league=ncaa&id=151104,151104,QB,VIRGINIA,4,1,0,0,0,0,0,1,0,0,0,1,0,1,1,335,0,0,65.5,56,73.8,51.8,,56.8,62.4,59.7,31,0,0,0,3,7,31,1,0,1,0,32,1,0.5,16,0,1,15,0,Virginia,2025
Jack Hestera,Jack-Hestera,https://premium.pff.com/api/v1/players?league=ncaa&id=154600,154600,WR,COLORADO,11,2,0,0,0,0,0,8,0,5,0,-1,-15.6,0,0,143,0,0,70.3,59,0,,,61.4,54,60.3,6,2,157,14,105,79,0,0,28,16,0,8,-1,-0.5,4,1.5,0,193,0,Colorado,2026
Jalen Johnson,Jalen-Johnson,https://premium.pff.com/api/v1/players?league=ncaa&id=154714,154714,HB,AIR FORCE,7,2,1,2,100,102,0,102,0,0,1,55,1375,2,1,101,1,1,12,79.3,75.8,,,58.1,76,69.9,80,0,0,0,3,36,0,0,0,2,1,102,55,27.5,51,0,0,39,0,Air Force,2024
Cash Jones,Cash-Jones,https://premium.pff.com/api/v1/players?league=ncaa&id=155211,155211,HB,GEORGIA,6,2,1,1,81.8,36,0,44,1,0,1,1,12.5,1,2,173,0,1,66.9,65,73.7,,20.6,49,75.2,60.2,36,0,11,2,9,9,0,0,4,4,1,44,1,0.5,22,1.22,1,19,0,Georgia,2025
Jamaal Bell,Jamaal-Bell,https://premium.pff.com/api/v1/players?league=ncaa&id=128222,128222,WR,NEVADA,11,2,1,0,0,0,0,4,5,5,1,6,60,0,0,239,1,1,45.1,61.2,85.3,,54.4,59.1,56,77.5,5,0,285,28,253,190,0,0,59,30,0,4,6,3,2,1.13,0,459,0,Nevada,2024
Raymond James,Raymond-James,https://premium.pff.com/api/v1/players?league=ncaa&id=55993,55993,WR,KENT STATE,10,2,2,0,0,0,0,2,3,3,2,3,50,0,0,201,0,2,79.9,52.1,85.1,,63.4,51.2,54.5,59.4,2,1,97,13,176,203,0,0,20,15,0,2,3,1.5,1,0.55,0,396,0,Kent State,2023
Hunter Smith,Hunter-Smith,https://premium.pff.com/api/v1/players?league=ncaa&id=155556,155556,HB,LA MONROE,2,2,0,0,0,0,0,9,0,0,0,5,0,0,0,209,0,0,65.5,55.5,68.2,,,,56.7,60,9,0,0,0,0,4,0,0,0,2,0,9,5,2.5,4.5,,2,4,0,Louisiana Monroe,2025
Jamarye Joiner,Jamarye-Joiner,https://premium.pff.com/api/v1/players?league=ncaa&id=82071,82071,WR,ARIZONA,3,2,0,0,0,0,0,3,0,0,0,3,0,0,0,109,0,1,73.7,53.5,68.2,60,,59.9,57.7,,2,0,0,0,1,2,0,0,0,2,0,3,3,1.5,1.5,0,1,#N/A,1,#N/A,#N/A
Jordin Parker,Jordin-Parker,https://premium.pff.com/api/v1/players?league=ncaa&id=155992,155992,WR,NEW MEX ST,9,2,0,0,0,0,0,3,4,0,0,2,0,0,0,242,0,1,69.9,55,80.9,,,60,54.3,34.1,2,0,126,6,74,57,0,0,16,8,0,3,2,1,1.5,1.7,0,133,0,New Mexico State,2024
Eric Weatherly,Eric-Weatherly,https://premium.pff.com/api/v1/players?league=ncaa&id=156259,156259,HB,DUKE,1,2,0,0,0,0,0,16,0,0,0,21,0,1,1,154,0,1,65.5,61.3,67.4,,,,60.8,60,14,0,0,0,0,3,0,0,0,2,1,16,21,10.5,8,,1,3,1,#N/A,#N/A
Dior Scott,Dior-Scott,https://premium.pff.com/api/v1/players?league=ncaa&id=128211,128211,WR,HAWAII,10,2,0,0,0,0,0,-5,4,4,0,0,0,0,0,180,0,1,79.8,57.2,84.6,57.7,,57.5,55.9,59.7,1,0,204,25,210,135,0,0,47,27,0,-5,0,0,-2.5,0.97,0,356,0,Hawai'i,2024
Yusuf Ali,Yusuf-Ali,https://premium.pff.com/api/v1/players?league=ncaa&id=78841,78841,WR,MIDDLE TN,13,2,1,0,0,0,0,3,3,11,1,3,34.6,0,0,224,1,2,52.6,59.8,85.6,,,59.4,56.1,61,2,0,382,50,373,225,0,0,70,52,0,3,3,1.5,1.5,1.02,0,621,0,Middle Tennessee,2023
