"","week","home_team","home_conference","away_team","away_conference","TAN_Proj_Spread","home_points","away_points","Home_TAN23","Home_SP","HFACW","Away_TAN","Away_SP","TANSpread","TANFAV"
"210",1,"William Jewell College","Great Lakes","Fort Lewis","Rocky Mountain","NA NA",42,6,NA,NA,NA,NA,NA,NA,NA
"211",1,"Chicago","Midwest","Claremont","So. Cal.","NA NA",15,24,NA,NA,NA,NA,NA,NA,NA
"212",1,"St. Norbert","NACC","Ripon","Midwest","NA NA",23,7,NA,NA,NA,NA,NA,NA,NA
"213",1,"Hamline","Minnesota","Crown College","Upper Midwest","NA NA",45,13,NA,NA,NA,NA,NA,NA,NA
"214",1,"Concordia (WI)","NACC","Martin Luther College","Upper Midwest","NA NA",55,14,NA,NA,NA,NA,NA,NA,NA
"215",1,"Concordia (IL)","NACC","Greenville","Upper Midwest","NA NA",14,41,NA,NA,NA,NA,NA,NA,NA
"216",1,"Wisconsin-Eau Claire","Wisconsin","Concordia (MN)","Minnesota","NA NA",31,28,NA,NA,NA,NA,NA,NA,NA
"217",1,"Norfolk State","MEAC","Virginia State","CIAA","NA NA",24,33,36,-34.5,1,NA,NA,NA,NA
"218",1,"Ohio","Mid-American","Long Island University","NEC","NA NA",27,10,68,-2.2,2.994,NA,NA,NA,NA
"219",1,"Montana","Big Sky","Butler","Pioneer","NA NA",35,20,65.5,-5,1,NA,NA,NA,NA
"220",1,"Jacksonville State","Conference USA","East Tennessee State","Southern","Jacksonville State -32",49,3,66,-0.7,2.5,36.5,-34,-32,"Jacksonville State"
"221",1,"Temple","American Athletic","Akron","Mid-American","Temple -4.5",24,21,54,-21.8,3.04,52.5,-21.6,-4.5,"Temple"
"222",1,"Ole Miss","SEC","Mercer","Southern","Ole Miss -39.2",73,7,88,16,2.204,51,-19.5,-39.2,"Ole Miss"
"223",1,"Iowa State","Big 12","Northern Iowa","MVFC","Iowa State -20.3",30,9,81.5,8.6,2.82,64,-6.5,-20.3,"Iowa State"
"224",1,"UW-Oshkosh","Wisconsin","Texas Lutheran","American Southwest","NA NA",48,31,NA,NA,NA,NA,NA,NA,NA
"225",1,"Lane","SIAC","Miles","SIAC","NA NA",24,37,NA,NA,NA,NA,NA,NA,NA
"226",1,"Colorado Mesa","Rocky Mountain","Texas A&M-Kingsville","Lone Star","NA NA",10,30,NA,NA,NA,NA,NA,NA,NA
"227",1,"Oregon","Pac-12","Portland State","Big Sky","Oregon -48.2",81,7,95.5,25,2.246,49.5,-21,-48.2,"Oregon"
"228",1,"Hampton","CAA","Grambling","SWAC","NA NA",35,31,36.5,-34,1,NA,NA,NA,NA
"229",1,"Western Kentucky","Conference USA","South Florida","American Athletic","Western Kentucky -5.8",41,24,65,-1.5,2.838,62,-9.5,-5.8,"Western Kentucky"
"230",1,"Notre Dame","FBS Independents","Tennessee State","Big South-OVC","Notre Dame -56.7",56,3,90.5,19.1,2.704,36.5,-34,-56.7,"Notre Dame"
"231",1,"Pittsburgh","ACC","Wofford","Southern","Pittsburgh -35.6",45,7,71.5,-6.9,1.614,37.5,-33,-35.6,"Pittsburgh"
"232",1,"Auburn","SEC","UMass","FBS Independents","Auburn -30.8",59,14,81,8.1,2.788,53,-17.7,-30.8,"Auburn"
"233",1,"Indiana","Big Ten","Ohio State","Big Ten","Ohio State -25.4",3,23,68.5,-7.4,2.112,96,26.7,-25.4,"Ohio State"
"234",1,"Cincinnati","Big 12","Eastern Kentucky","UAC","Cincinnati -22",66,13,71.5,-7.2,2.472,52,-18.5,-22,"Cincinnati"
"235",1,"Texas","Big 12","Rice","American Athletic","Texas -33.7",37,10,94.5,24.6,2.748,63.5,-8.3,-33.7,"Texas"
"236",1,"Maryland","Big Ten","Towson","CAA","Maryland -37.9",38,6,79,9.2,2.364,43.5,-27,-37.9,"Maryland"
"237",1,"Appalachian State","Sun Belt","Gardner-Webb","Big South-OVC","Appalachian State -37.6",45,24,74,3,1.644,38,-32.5,-37.6,"Appalachian State"
"238",1,"Wisconsin","Big Ten","Buffalo","Mid-American","Wisconsin -24.9",38,17,78,9.9,2.442,55.5,-15.1,-24.9,"Wisconsin"
"239",1,"Washington","Pac-12","Boise State","Mountain West","Washington -17.8",56,19,92.5,18.6,2.268,77,7.4,-17.8,"Washington"
"240",1,"North Dakota State","MVFC","Eastern Washington","Big Sky","North Dakota State -12",35,10,76,5.5,1,65,-5.5,-12,"North Dakota State"
"241",1,"Mississippi State","SEC","Southeastern Louisiana","Southland","Mississippi State -21.4",48,7,76,-0.4,2.876,57.5,-13,-21.4,"Mississippi State"
"242",1,"Arkansas","SEC","Western Carolina","Southern","Arkansas -32.9",56,13,73.5,2.7,2.922,43.5,-27,-32.9,"Arkansas"
"243",1,"La Verne","So. Cal.","Willamette","Northwest","NA NA",21,24,NA,NA,NA,NA,NA,NA,NA
"244",1,"Cal Lutheran","So. Cal.","Southwestern University","Southern Athletic","NA NA",41,35,NA,NA,NA,NA,NA,NA,NA
"245",1,"Puget Sound","Northwest","Lewis & Clark","Northwest","NA NA",42,38,NA,NA,NA,NA,NA,NA,NA
"246",1,"SUNY Maritime","NEWMAC","Hartwick","Empire 8","NA NA",34,11,NA,NA,NA,NA,NA,NA,NA
"247",1,"Pacific Lutheran","Northwest","Redlands","So. Cal.","NA NA",14,24,NA,NA,NA,NA,NA,NA,NA
"248",1,"North Texas","American Athletic","California","Pac-12","California -10.7",21,58,62.5,-7.2,2.78,76,1.1,-10.7,"California"
"249",1,"Syracuse","ACC","Colgate","Patriot","Syracuse -36.4",65,0,67,-1,2.892,33.5,-37,-36.4,"Syracuse"
"250",1,"North Dakota","MVFC","Drake","Pioneer","NA NA",55,7,59,-11.5,1,NA,NA,NA,NA
"251",1,"UNLV","Mountain West","Bryant","Big South-OVC","UNLV -35.4",44,14,70,2,1.882,36.5,-34,-35.4,"UNLV"
"252",1,"Christopher Newport","New Jersey","Southern Virginia","USA South","NA NA",45,0,NA,NA,NA,NA,NA,NA,NA
"253",1,"Lock Haven","Pennsylvania State Athletic","Post University","Independent DII","NA NA",58,7,NA,NA,NA,NA,NA,NA,NA
"254",1,"Manchester","Heartland","North Park","CCIW","NA NA",0,27,NA,NA,NA,NA,NA,NA,NA
"255",1,"Anderson (IN)","Heartland","Trine","Michigan","NA NA",0,61,NA,NA,NA,NA,NA,NA,NA
"256",1,"Slippery Rock","Pennsylvania State Athletic","Wayne State (MI)","GLIAC","NA NA",28,17,NA,NA,NA,NA,NA,NA,NA
"257",1,"Allen","SIAC","Erskine","South Atlantic","NA NA",24,17,NA,NA,NA,NA,NA,NA,NA
"258",1,"Lenoir-Rhyne","South Atlantic","St. Augustine's","CIAA","NA NA",45,7,NA,NA,NA,NA,NA,NA,NA
"259",1,"Edward Waters","SIAC","Florida Memorial University",NA,"NA NA",21,38,NA,NA,NA,NA,NA,NA,NA
"260",1,"Livingstone","CIAA","Bluefield","Independent DII","NA NA",7,41,NA,NA,NA,NA,NA,NA,NA
"261",1,"Florida Atlantic","American Athletic","Monmouth","CAA","Florida Atlantic -13.2",42,20,63,-9.9,2.226,52,-18.5,-13.2,"Florida Atlantic"
"262",1,"Charlotte","American Athletic","South Carolina State","MEAC","NA NA",24,3,55.5,-22.1,2.022,NA,NA,NA,NA
"263",1,"Georgia","SEC","UT Martin","Big South-OVC","Georgia -48.5",48,7,97.5,29.5,2.034,51,-19.5,-48.5,"Georgia"
"264",1,"Berry College","Southern Athletic","Huntingdon","USA South","NA NA",67,34,NA,NA,NA,NA,NA,NA,NA
"265",1,"Georgia Southern","Sun Belt","The Citadel","Southern","Georgia Southern -28.6",34,0,63,-4.4,3.628,38,-32.5,-28.6,"Georgia Southern"
"266",1,"James Madison","Sun Belt","Bucknell","Patriot","James Madison -60.7",38,3,78,13.3,2.7,20,-50.5,-60.7,"James Madison"
"267",1,"Marshall","Sun Belt","Albany","CAA","Marshall -27.1",21,17,65.5,-8.2,1.62,40,-30.5,-27.1,"Marshall"
"268",1,"Stetson","Pioneer","St. Thomas University (Fl)",NA,"NA NA",34,33,NA,NA,NA,NA,NA,NA,NA
"269",1,"Indianapolis","Great Lakes","Hillsdale","Great Midwest Athletic","NA NA",39,20,NA,NA,NA,NA,NA,NA,NA
"270",1,"Benedict College","SIAC","Shaw","CIAA","NA NA",52,0,NA,NA,NA,NA,NA,NA,NA
"271",1,"Fordham","Patriot","Wagner","NEC","Fordham -24.5",46,16,40,-30.5,1,16.5,-54,-24.5,"Fordham"
"272",1,"Sacred Heart","NEC","Lafayette","Patriot","NA NA",14,19,NA,NA,NA,32.5,-38,NA,NA
"273",1,"Richmond","CAA","Morgan State","MEAC","Richmond -28.5",10,17,51,-19.5,1,23.5,-47,-28.5,"Richmond"
"274",1,"Alabama State","SWAC","Southern","SWAC","Southern -2.5",14,10,30,-40.5,1,33.5,-37,-2.5,"Southern"
"275",1,"USC","Pac-12","Nevada","Mountain West","USC -32.2",66,14,83.5,7.9,2.698,54,-22.4,-32.2,"USC"
"276",1,"Florida International","Conference USA","Maine","CAA","Florida International -9",14,12,52.5,-20.9,1.966,45.5,-25,-9,"Florida International"
"277",1,"Louisiana Monroe","Sun Belt","Army","FBS Independents","NA NA",17,13,NA,NA,NA,60.5,-5.2,NA,NA
"278",1,"Texas A&M","SEC","New Mexico","Mountain West","Texas A&M -28.4",52,10,83,15.4,2.438,57,-16.8,-28.4,"Texas A&M"
"279",1,"Colorado State","Mountain West","Washington State","Pac-12","Washington State -15.4",24,50,61.5,-9.1,2.638,79.5,4.6,-15.4,"Washington State"
"280",1,"Houston Christian","Southland","Arkansas Baptist",NA,"NA NA",66,0,NA,NA,NA,NA,NA,NA,NA
"281",1,"Kansas State","Big 12","Southeast Missouri State","Big South-OVC","Kansas State -28.4",45,0,88,15.4,3.356,63,-7.5,-28.4,"Kansas State"
"282",1,"Vanderbilt","SEC","Alabama A&M","SWAC","Vanderbilt -23.6",47,13,61,-13.7,1.096,38.5,-32,-23.6,"Vanderbilt"
"283",1,"North Alabama","UAC","Chattanooga","Southern","Chattanooga -13",41,27,41,-29.5,1,55,-15.5,-13,"Chattanooga"
"284",1,"Southern Mississippi","Sun Belt","Alcorn State","SWAC","NA NA",40,14,NA,NA,NA,38,-32.5,NA,NA
"285",1,"Memphis","American Athletic","Bethune-Cookman","SWAC","Memphis -44.6",56,14,72.5,2.8,2.62,30.5,-40,-44.6,"Memphis"
"286",1,"Loras College","American Rivers","Benedictine College",NA,"NA NA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",1,"Houston","Big 12","UT San Antonio","American Athletic","NA NA",17,14,69.5,-8.3,1.51,NA,NA,NA,NA
"288",1,"Baylor","Big 12","Texas State","Sun Belt","Baylor -2",31,42,66,-8.8,3.458,67.5,-4,-2,"Baylor"
"289",1,"UVA-Wise","South Atlantic","Union College",NA,"NA NA",48,0,NA,NA,NA,NA,NA,NA,NA
"290",1,"Valdosta State","Gulf South","Point University",NA,"NA NA",63,10,NA,NA,NA,NA,NA,NA,NA
"291",1,"Simpson College","American Rivers","Augustana (IL)","CCIW","NA NA",27,49,NA,NA,NA,NA,NA,NA,NA
"292",1,"Murray State","MVFC","Presbyterian College","Pioneer","NA NA",41,10,42,-28.5,1,NA,NA,NA,NA
"293",1,"Loras College","American Rivers","Benedictine (IL)","NACC","NA NA",42,41,NA,NA,NA,NA,NA,NA,NA
"294",1,"Eureka College","NACC","Knox College","Midwest","NA NA",41,16,NA,NA,NA,NA,NA,NA,NA
"295",1,"Troy","Sun Belt","Stephen F. Austin","UAC","Troy -25.1",48,30,79.5,10.4,1.62,56,-14.5,-25.1,"Troy"
"296",1,"Southeastern University",NA,"Savannah State","SIAC","NA NA",20,23,NA,NA,NA,NA,NA,NA,NA
"297",1,"Anna Maria College","ECFC","Westfield State","MSCAC","NA NA",51,27,NA,NA,NA,NA,NA,NA,NA
"298",1,"OK Panhandle St","Independent DII","Southwest Baptist","Great Lakes","NA NA",7,65,NA,NA,NA,NA,NA,NA,NA
"299",1,"Thiel College","Presidents'","Case Western Reserve","Presidents'","NA NA",0,14,NA,NA,NA,NA,NA,NA,NA
"300",1,"Wisconsin Lutheran","NACC","Lake Forest","Midwest","NA NA",0,24,NA,NA,NA,NA,NA,NA,NA
"301",1,"Illinois College","Midwest","Millikin","CCIW","NA NA",31,0,NA,NA,NA,NA,NA,NA,NA
"302",1,"Rose-Hulman","Heartland","DePauw","North Coast","NA NA",21,33,NA,NA,NA,NA,NA,NA,NA
"303",1,"Bluffton","Heartland","Kenyon","North Coast","NA NA",51,35,NA,NA,NA,NA,NA,NA,NA
"304",1,"Macalester","Minnesota","Minnesota-Morris","Upper Midwest","NA NA",44,30,NA,NA,NA,NA,NA,NA,NA
"305",1,"Oklahoma State","Big 12","Central Arkansas","UAC","Oklahoma State -31.3",27,13,77.5,5.9,2.812,49,-21.5,-31.3,"Oklahoma State"
"306",1,"Southern Illinois","MVFC","Austin Peay","UAC","Southern Illinois -12",49,23,61,-9.5,1,50,-20.5,-12,"Southern Illinois"
"307",1,"Wyoming","Mountain West","Texas Tech","Big 12","Texas Tech -5.2",35,33,70,-3.8,2.778,78,3.7,-5.2,"Texas Tech"
"308",1,"Geneva College","Presidents'","Carnegie Mellon","Presidents'","NA NA",0,31,NA,NA,NA,NA,NA,NA,NA
"309",1,"Louisiana","Sun Belt","Northwestern State","Southland","Louisiana -35.3",38,13,68.5,0.3,2.82,36,-34.5,-35.3,"Louisiana"
"310",1,"Illinois","Big Ten","Toledo","Mid-American","Illinois -4.3",30,28,73,-2.6,2.308,71,4,-4.3,"Illinois"
"311",1,"Alabama","SEC","Middle Tennessee","Conference USA","Alabama -39.9",56,7,96.5,23.7,3.36,60,-9.4,-39.9,"Alabama"
"312",1,"North Carolina","ACC","South Carolina","SEC","North Carolina -5.1",31,17,79.5,10.2,2.576,77,3.4,-5.1,"North Carolina"
"313",1,"Penn State","Big Ten","West Virginia","Big 12","Penn State -14.1",38,15,89.5,26,3.1,78.5,5.4,-14.1,"Penn State"
"314",1,"McNeese","Southland","Tarleton State","UAC","McNeese -5",34,52,47,-23.5,1,43,-27.5,-5,"McNeese"
"315",1,"Tulane","American Athletic","South Alabama","Sun Belt","Tulane -6.1",37,17,73.5,4.1,4.068,71.5,3,-6.1,"Tulane"
"316",1,"Western New Mexico","Lone Star","Sul Ross State","American Southwest","NA NA",42,28,NA,NA,NA,NA,NA,NA,NA
"317",1,"Virginia Tech","ACC","Old Dominion","Sun Belt","Virginia Tech -16.1",36,17,77,4.7,2.132,63,-10.2,-16.1,"Virginia Tech"
"318",1,"Adams State","Rocky Mountain","Lincoln University (CA)",NA,"NA NA",35,16,NA,NA,NA,NA,NA,NA,NA
"319",1,"George Fox University","Northwest","Howard Payne","American Southwest","NA NA",3,17,NA,NA,NA,NA,NA,NA,NA
"320",1,"Wartburg","American Rivers","Monmouth (IL)","Midwest","NA NA",62,35,NA,NA,NA,NA,NA,NA,NA
"321",1,"Colorado State-Pueblo","Rocky Mountain","Midwestern State","Lone Star","NA NA",37,8,NA,NA,NA,NA,NA,NA,NA
"322",1,"New Mexico State","Conference USA","Western Illinois","MVFC","NA NA",58,21,66.5,1,2.424,NA,NA,NA,NA
"323",1,"UTEP","Conference USA","Incarnate Word","Southland","Incarnate Word -0.6",28,14,54.5,-15.9,2.41,57.5,-13,-0.6,"Incarnate Word"
"324",1,"Pacific (OR)","Northwest","Chapman","So. Cal.","NA NA",0,0,NA,NA,NA,NA,NA,NA,NA
"325",1,"Arizona","Pac-12","Northern Arizona","Big Sky","Arizona -42",38,3,86,12.1,2.04,46,-24.5,-42,"Arizona"
"326",1,"BYU","Big 12","Sam Houston State","Conference USA","NA NA",14,0,71,-3.7,2.436,NA,NA,NA,NA
"327",1,"San Diego State","Mountain West","Idaho State","Big Sky","San Diego State -26.6",36,28,63.5,-10.5,2.12,39,-31.5,-26.6,"San Diego State"
"328",1,"UCLA","Pac-12","Coastal Carolina","Sun Belt","UCLA -20.6",27,13,81.5,7.9,2.096,63,-2.9,-20.6,"UCLA"
"329",1,"Rutgers","Big Ten","Northwestern","Big Ten","Rutgers -1.2",24,7,73,2.3,1.654,73.5,-1.4,-1.2,"Rutgers"
"330",1,"Florida A&M","SWAC","Jackson State","SWAC","Florida A&M -2",28,10,46,-24.5,1,45,-25.5,-2,"Florida A&M"
"331",1,"San José State","Mountain West","Oregon State","Pac-12","NA NA",17,42,NA,NA,NA,85,14.7,NA,NA
"332",1,"Morehouse","SIAC","Virginia Union","CIAA","NA NA",13,45,NA,NA,NA,NA,NA,NA,NA
"333",1,"Tuskegee","SIAC","Fort Valley State","SIAC","NA NA",37,31,NA,NA,NA,NA,NA,NA,NA
"334",1,"Florida State","ACC","LSU","SEC","LSU -2.8",45,24,85.5,23.7,2.158,90.5,18.7,-2.8,"LSU"
"335",1,"Duke","ACC","Clemson","ACC","Clemson -9.8",28,7,74.5,9.5,3.242,87.5,10.9,-9.8,"Clemson"
"336",1,"Ohio","Mid-American","Georgia Southern","Sun Belt","Ohio -8",NA,NA,68,-2.2,2.994,63,-4.4,-8,"Ohio"
"337",1,"Florida A&M","SWAC","Howard","MEAC","Florida A&M -21.5",NA,NA,46,-24.5,1,25.5,-45,-21.5,"Florida A&M"
"338",1,"Louisiana","Sun Belt","Jacksonville State","Conference USA","Louisiana -5.3",NA,NA,68.5,0.3,2.82,66,-0.7,-5.3,"Louisiana"
"339",1,"Appalachian State","Sun Belt","Miami (OH)","Mid-American","NA NA",NA,NA,74,3,1.644,NA,NA,NA,NA
"340",1,"Fresno State","Mountain West","New Mexico State","Conference USA","Fresno State -5.7",NA,NA,69.5,0.5,2.716,66.5,1,-5.7,"Fresno State"
"341",1,"Boise State","Mountain West","UCLA","Pac-12","UCLA -2.3",NA,NA,77,7.4,2.244,81.5,7.9,-2.3,"UCLA"
"342",1,"Texas Tech","Big 12","California","Pac-12","Texas Tech -5",NA,NA,78,3.7,3.046,76,1.1,-5,"Texas Tech"
"343",1,"Old Dominion","Sun Belt","Western Kentucky","Conference USA","Western Kentucky -0.4",NA,NA,63,-10.2,1.564,65,-1.5,-0.4,"Western Kentucky"
"344",1,"Marshall","Sun Belt","UT San Antonio","American Athletic","NA NA",NA,NA,65.5,-8.2,1.62,NA,NA,NA,NA
"345",1,"Syracuse","ACC","South Florida","American Athletic","Syracuse -7.9",NA,NA,67,-1,2.892,62,-9.5,-7.9,"Syracuse"
"346",1,"UCF","Big 12","Georgia Tech","ACC","UCF -9.7",NA,NA,81,4.5,2.708,74,-1.3,-9.7,"UCF"
"347",1,"Duke","ACC","Troy","Sun Belt","Troy -1.8",NA,NA,74.5,9.5,3.242,79.5,10.4,-1.8,"Troy"
"348",1,"Northern Illinois","Mid-American","Arkansas State","Sun Belt","Northern Illinois -1",NA,NA,64.5,-6.7,0.968,64.5,-7.5,-1,"Northern Illinois"
"349",1,"Utah State","Mountain West","Georgia State","Sun Belt","Utah State -0.5",NA,NA,61,-8.5,2.512,63,-9.4,-0.5,"Utah State"
"350",1,"Air Force","Mountain West","James Madison","Sun Belt","James Madison -3",NA,NA,72,5.2,3.042,78,13.3,-3,"James Madison"
"351",1,"Eastern Michigan","Mid-American","South Alabama","Sun Belt","South Alabama -12.2",NA,NA,58,-9.6,1.316,71.5,3,-12.2,"South Alabama"
"352",1,"Northwestern","Big Ten","Utah","Pac-12","Utah -8.7",NA,NA,73.5,-1.4,1.804,84,8.3,-8.7,"Utah"
"353",1,"San José State","Mountain West","Coastal Carolina","Sun Belt","NA NA",NA,NA,NA,NA,NA,63,-2.9,NA,NA
"354",1,"Minnesota","Big Ten","Bowling Green","Mid-American","Minnesota -7.9",NA,NA,69.5,-1.3,2.938,64.5,-5.9,-7.9,"Minnesota"
"355",1,"Rice","American Athletic","Texas State","Sun Belt","Texas State -1.4",NA,NA,63.5,-8.3,2.572,67.5,-4,-1.4,"Texas State"
"356",1,"UNLV","Mountain West","Kansas","Big 12","Kansas -11.1",NA,NA,70,2,1.882,83,9.3,-11.1,"Kansas"
"357",1,"Tulane","American Athletic","Virginia Tech","ACC","Tulane -0.6",NA,NA,73.5,4.1,4.068,77,4.7,-0.6,"Tulane"
"358",1,"West Virginia","Big 12","North Carolina","ACC","West Virginia -1.9",NA,NA,78.5,5.4,2.876,79.5,10.2,-1.9,"West Virginia"
"359",1,"USC","Pac-12","Louisville","ACC","USC -3.2",NA,NA,83.5,7.9,2.698,83,10.8,-3.2,"USC"
"360",1,"Oklahoma State","Big 12","Texas A&M","SEC","Texas A&M -2.7",NA,NA,77.5,5.9,2.812,83,15.4,-2.7,"Texas A&M"
"361",1,"Boston College","ACC","SMU","American Athletic","SMU -11.2",NA,NA,66,-4.9,2.812,80,10.5,-11.2,"SMU"
"362",1,"Miami","ACC","Rutgers","Big Ten","Miami -8.7",NA,NA,80,11.7,1.7,73,2.3,-8.7,"Miami"
"363",1,"Kansas State","Big 12","NC State","ACC","Kansas State -12.4",NA,NA,88,15.4,3.356,79,9.4,-12.4,"Kansas State"
"364",1,"Oklahoma","Big 12","Arizona","Pac-12","Oklahoma -5.5",NA,NA,88.5,16.4,2.956,86,12.1,-5.5,"Oklahoma"
"365",1,"Kentucky","SEC","Clemson","ACC","Clemson -4.8",NA,NA,80,9.3,2.744,87.5,10.9,-4.8,"Clemson"
"366",1,"Notre Dame","FBS Independents","Oregon State","Pac-12","Notre Dame -8.2",NA,NA,90.5,19.1,2.704,85,14.7,-8.2,"Notre Dame"
"367",1,"Iowa State","Big 12","Memphis","American Athletic","Iowa State -11.8",NA,NA,81.5,8.6,2.82,72.5,2.8,-11.8,"Iowa State"
"368",1,"Ohio State","Big Ten","Missouri","SEC","Ohio State -10.1",NA,NA,96,26.7,2.558,88.5,17.8,-10.1,"Ohio State"
"369",1,"Penn State","Big Ten","Ole Miss","SEC","Penn State -4.6",NA,NA,89.5,26,3.1,88,16,-4.6,"Penn State"
"370",1,"Maryland","Big Ten","Auburn","SEC","Maryland -0.4",NA,NA,79,9.2,2.364,81,8.1,-0.4,"Maryland"
"371",1,"Florida State","ACC","Georgia","SEC","Georgia -9.8",NA,NA,85.5,23.7,2.158,97.5,29.5,-9.8,"Georgia"
"372",1,"Wyoming","Mountain West","Toledo","Mid-American","Wyoming -1.8",NA,NA,70,-3.8,2.778,71,4,-1.8,"Wyoming"
"373",1,"LSU","SEC","Wisconsin","Big Ten","LSU -15.8",NA,NA,90.5,18.7,3.314,78,9.9,-15.8,"LSU"
"374",1,"Oregon","Pac-12","Liberty","Conference USA","Oregon -21.7",NA,NA,95.5,25,2.246,76,11.8,-21.7,"Oregon"
"375",1,"Tennessee","SEC","Iowa","Big Ten","Tennessee -13.6",NA,NA,86,13,2.144,74.5,8.1,-13.6,"Tennessee"
"376",1,"Michigan","Big Ten","Alabama","SEC","Michigan -3.2",NA,NA,96.5,32.1,3.164,96.5,23.7,-3.2,"Michigan"
"377",1,"Washington","Pac-12","Texas","Big 12","Washington -0.3",NA,NA,92.5,18.6,2.268,94.5,24.6,-0.3,"Washington"
"378",2,"Alderson-Broaddus","Mountain East","Glenville State","Mountain East","NA NA",0,0,NA,NA,NA,NA,NA,NA,NA
"379",2,"Washburn","Mid America","Missouri Southern State","Mid America","NA NA",23,30,NA,NA,NA,NA,NA,NA,NA
"380",2,"East Central","Great American","Southern Arkansas","Great American","NA NA",17,24,NA,NA,NA,NA,NA,NA,NA
"381",2,"Mars Hill","South Atlantic","Wingate","South Atlantic","NA NA",15,10,NA,NA,NA,NA,NA,NA,NA
"382",2,"Louisville","ACC","Murray State","MVFC","Louisville -43.4",56,0,83,10.8,2.444,42,-28.5,-43.4,"Louisville"
"383",2,"Northwest Missouri State","Mid America","Emporia State","Mid America","NA NA",13,33,NA,NA,NA,NA,NA,NA,NA
"384",2,"Fort Hays State","Mid America","Pittsburg State","Mid America","NA NA",14,40,NA,NA,NA,NA,NA,NA,NA
"385",2,"Franklin & Marshall","Centennial","College of New Jersey","New Jersey","NA NA",0,0,NA,NA,NA,NA,NA,NA,NA
"386",2,"Indiana","Big Ten","Indiana State","MVFC","Indiana -23.6",41,7,68.5,-7.4,2.112,47,-23.5,-23.6,"Indiana"
"387",2,"Mass Maritime","MSCAC","SUNY Maritime","NEWMAC","NA NA",7,14,NA,NA,NA,NA,NA,NA,NA
"388",2,"St Lawrence","Liberty League","Norwich","NEWMAC","NA NA",14,7,NA,NA,NA,NA,NA,NA,NA
"389",2,"Rhode Island","CAA","Stony Brook","CAA","Stony Brook 0",35,14,44.5,-26,1,45.5,-25,0,"Stony Brook"
"390",2,"Davidson","Pioneer","Barton College","South Atlantic","NA NA",31,33,NA,NA,NA,NA,NA,NA,NA
"391",2,"Westfield State","MSCAC","Western New England","Commonwealth Coast","NA NA",0,46,NA,NA,NA,NA,NA,NA,NA
"392",2,"Bridgewater State","MSCAC","Worcester Polytechnic","NEWMAC","NA NA",21,24,NA,NA,NA,NA,NA,NA,NA
"393",2,"Kansas","Big 12","Illinois","Big Ten","Kansas -11.6",34,23,83,9.3,1.58,73,-2.6,-11.6,"Kansas"
"394",2,"Salve Regina","Commonwealth Coast","Framingham State","MSCAC","NA NA",29,0,NA,NA,NA,NA,NA,NA,NA
"395",2,"West Liberty","Mountain East","Fairmont State","Mountain East","NA NA",29,42,NA,NA,NA,NA,NA,NA,NA
"396",2,"Juniata","Landmark Conference","Alfred","Empire 8","NA NA",0,34,NA,NA,NA,NA,NA,NA,NA
"397",2,"Wake Forest","ACC","Vanderbilt","SEC","Wake Forest -9.9",36,20,67.5,-7.5,3.368,61,-13.7,-9.9,"Wake Forest"
"398",2,"Gannon","Pennsylvania State Athletic","Millersville","Pennsylvania State Athletic","NA NA",21,28,NA,NA,NA,NA,NA,NA,NA
"399",2,"Edinboro","Pennsylvania State Athletic","Shepherd","Pennsylvania State Athletic","NA NA",28,35,NA,NA,NA,NA,NA,NA,NA
"400",2,"Seton Hill College","Pennsylvania State Athletic","Shippensburg","Pennsylvania State Athletic","NA NA",28,23,NA,NA,NA,NA,NA,NA,NA
"401",2,"Plymouth State","MSCAC","University of New England","Commonwealth Coast","NA NA",21,31,NA,NA,NA,NA,NA,NA,NA
"402",2,"Endicott College","Commonwealth Coast","Ithaca","Liberty League","NA NA",17,20,NA,NA,NA,NA,NA,NA,NA
"403",2,"Kansas State","Big 12","Troy","Sun Belt","Kansas State -11.9",42,13,88,15.4,3.356,79.5,10.4,-11.9,"Kansas State"
"404",2,"Colorado","Pac-12","Nebraska","Big Ten","Nebraska -0.5",36,14,71,-5.4,2.506,74,0.1,-0.5,"Nebraska"
"405",2,"Virginia Tech","ACC","Purdue","Big Ten","Virginia Tech -8.1",17,24,77,4.7,2.132,71,-7.4,-8.1,"Virginia Tech"
"406",2,"Virginia","ACC","James Madison","Sun Belt","James Madison -5.3",35,36,69.5,-10.3,3.21,78,13.3,-5.3,"James Madison"
"407",2,"Rensselaer","Liberty League","Wilkes","Landmark Conference","NA NA",38,14,NA,NA,NA,NA,NA,NA,NA
"408",2,"Baylor","Big 12","Utah","Pac-12","Utah -14.5",13,20,66,-8.8,3.458,84,8.3,-14.5,"Utah"
"409",2,"NC State","ACC","Notre Dame","FBS Independents","Notre Dame -8.6",24,45,79,9.4,2.864,90.5,19.1,-8.6,"Notre Dame"
"410",2,"Springfield","NEWMAC","Husson","Commonwealth Coast","NA NA",45,20,NA,NA,NA,NA,NA,NA,NA
"411",2,"Pace","Northeast 10","Findlay","Great Midwest Athletic","NA NA",25,40,NA,NA,NA,NA,NA,NA,NA
"412",2,"Shorter","Gulf South","Erskine","South Atlantic","NA NA",28,7,NA,NA,NA,NA,NA,NA,NA
"413",2,"Limestone","South Atlantic","West Alabama","Gulf South","NA NA",13,27,NA,NA,NA,NA,NA,NA,NA
