"","week","home_team","home_conference","away_team","away_conference","TAN_Proj_Spread","home_points","away_points","Home_TAN23","Home_SP","HFACW","Away_TAN","Away_SP","TANSpread","TANFAV"
"2985",10,"Fort Valley State","SIAC","Albany State (GA)","SIAC","NA NA",7,13,NA,NA,NA,NA,NA,NA,NA
"2986",10,"Clark Atlanta","SIAC","Morehouse","SIAC","NA NA",21,35,NA,NA,NA,NA,NA,NA,NA
"2987",10,"Central","American Rivers","Buena Vista","American Rivers","NA NA",56,22,NA,NA,NA,NA,NA,NA,NA
"2988",10,"Dubuque","American Rivers","Coe","American Rivers","NA NA",20,23,NA,NA,NA,NA,NA,NA,NA
"2989",10,"Loras College","American Rivers","Simpson College","American Rivers","NA NA",82,16,NA,NA,NA,NA,NA,NA,NA
"2990",10,"Nebraska Wesleyan University","American Rivers","Wartburg","American Rivers","NA NA",0,45,NA,NA,NA,NA,NA,NA,NA
"2991",10,"Austin College","American Southwest","Hardin-Simmons","American Southwest","NA NA",19,59,NA,NA,NA,NA,NA,NA,NA
"2992",10,"Sul Ross State","American Southwest","Howard Payne","American Southwest","NA NA",47,42,NA,NA,NA,NA,NA,NA,NA
"2993",10,"Mary Hardin-Baylor","American Southwest","East Texas Baptist","American Southwest","NA NA",21,12,NA,NA,NA,NA,NA,NA,NA
"2994",10,"North Central","CCIW","Illinois Wesleyan","CCIW","NA NA",83,26,NA,NA,NA,NA,NA,NA,NA
"2995",10,"Wheaton College (Ill)","CCIW","Washington (MO)","CCIW","NA NA",36,35,NA,NA,NA,NA,NA,NA,NA
"2996",10,"Beloit College","Midwest","Ripon","Midwest","NA NA",17,52,NA,NA,NA,NA,NA,NA,NA
"2997",10,"Wisconsin Lutheran","NACC","Concordia (IL)","NACC","NA NA",28,21,NA,NA,NA,NA,NA,NA,NA
"2998",10,"Martin Luther College","Upper Midwest","Minnesota-Morris","Upper Midwest","NA NA",27,30,NA,NA,NA,NA,NA,NA,NA
"2999",10,"Wisconsin-Eau Claire","Wisconsin","UW-Stout","Wisconsin","NA NA",13,38,NA,NA,NA,NA,NA,NA,NA
"3000",10,"Macalester","Minnesota","Augsburg","Minnesota","NA NA",34,42,NA,NA,NA,NA,NA,NA,NA
"3001",10,"Bethel (MN)","Minnesota","Concordia (MN)","Minnesota","NA NA",31,14,NA,NA,NA,NA,NA,NA,NA
"3002",10,"St. Scholastica","Minnesota","Hamline","Minnesota","NA NA",26,33,NA,NA,NA,NA,NA,NA,NA
"3003",10,"St. Olaf College","Minnesota","St. Johns (MN)","Minnesota","NA NA",10,49,NA,NA,NA,NA,NA,NA,NA
"3004",10,"Fayetteville State","CIAA","Winston-Salem","CIAA","NA NA",40,34,NA,NA,NA,NA,NA,NA,NA
"3005",10,"Quincy","Great Lakes","Missouri S&T","Great Lakes","NA NA",14,21,NA,NA,NA,NA,NA,NA,NA
"3006",10,"Texas Lutheran","American Southwest","McMurry","American Southwest","NA NA",33,36,NA,NA,NA,NA,NA,NA,NA
"3007",10,"Concordia (WI)","NACC","Rockford","NACC","NA NA",66,21,NA,NA,NA,NA,NA,NA,NA
"3008",10,"UW-River Falls","Wisconsin","Wisconsin-La Crosse","Wisconsin","NA NA",28,31,NA,NA,NA,NA,NA,NA,NA
"3009",10,"Case Western Reserve","Presidents'","Allegheny","Presidents'","NA NA",42,14,NA,NA,NA,NA,NA,NA,NA
"3010",10,"Washington & Lee","Old Dominion","Bridgewater (VA)","Old Dominion","NA NA",31,21,NA,NA,NA,NA,NA,NA,NA
"3011",10,"Benedictine (IL)","NACC","Eureka College","NACC","NA NA",41,21,NA,NA,NA,NA,NA,NA,NA
"3012",10,"McDaniel College","Centennial","Salisbury","New Jersey","NA NA",20,59,NA,NA,NA,NA,NA,NA,NA
"3013",10,"Aurora","NACC","Lakeland University","NACC","NA NA",70,14,NA,NA,NA,NA,NA,NA,NA
"3014",10,"Knox College","Midwest","Lawrence","Midwest","NA NA",48,28,NA,NA,NA,NA,NA,NA,NA
"3015",10,"Benedict College","SIAC","Allen","SIAC","NA NA",37,9,NA,NA,NA,NA,NA,NA,NA
"3016",10,"Elmhurst","CCIW","North Park","CCIW","NA NA",8,31,NA,NA,NA,NA,NA,NA,NA
"3017",10,"Wisconsin-Stevens Point","Wisconsin","UW-Whitewater","Wisconsin","NA NA",0,48,NA,NA,NA,NA,NA,NA,NA
"3018",10,"Alabama A&M","SWAC","Florida A&M","SWAC","Florida A&M -6.5",28,42,38.5,-32,1,46,-24.5,-6.5,"Florida A&M"
"3019",10,"Central Missouri State","Mid America","Fort Hays State","Mid America","NA NA",47,28,NA,NA,NA,NA,NA,NA,NA
"3020",10,"Alfred","Empire 8","Hartwick","Empire 8","NA NA",42,6,NA,NA,NA,NA,NA,NA,NA
"3021",10,"Murray State","MVFC","North Dakota","MVFC","North Dakota -16",31,45,42,-28.5,1,59,-11.5,-16,"North Dakota"
"3022",10,"Southern Illinois","MVFC","South Dakota","MVFC","Southern Illinois -2.5",7,14,61,-9.5,1,59.5,-11,-2.5,"Southern Illinois"
"3023",10,"Valparaiso","Pioneer","Dayton","Pioneer","NA NA",21,7,NA,NA,NA,NA,NA,NA,NA
"3024",10,"Southeast Missouri State","Big South-OVC","Robert Morris","Big South-OVC","NA NA",20,21,63,-7.5,NA,32.5,-38,NA,NA
"3025",10,"Morehead State","Pioneer","Butler","Pioneer","NA NA",7,49,NA,NA,NA,NA,NA,NA,NA
"3026",10,"The Citadel","Southern","Mercer","Southern","Mercer -12",16,38,38,-32.5,1,51,-19.5,-12,"Mercer"
"3027",10,"Northern Iowa","MVFC","Western Illinois","MVFC","NA NA",50,6,64,-6.5,1,NA,NA,NA,NA
"3028",10,"Cornell College (IA)","Midwest","Illinois College","Midwest","NA NA",34,76,NA,NA,NA,NA,NA,NA,NA
"3029",10,"Luther","American Rivers","Lyon College",NA,"NA NA",21,28,NA,NA,NA,NA,NA,NA,NA
"3030",10,"Monmouth (IL)","Midwest","Lake Forest","Midwest","NA NA",16,14,NA,NA,NA,NA,NA,NA,NA
"3031",10,"Utah","Pac-12","Arizona State","Pac-12","Utah -22.2",55,3,84,8.3,3.236,65,-11.9,-22.2,"Utah"
"3032",10,"Virginia","ACC","Georgia Tech","ACC","Georgia Tech -1.3",17,45,69.5,-10.3,3.21,74,-1.3,-1.3,"Georgia Tech"
"3033",10,"Salve Regina","Commonwealth Coast","SUNY Maritime","NEWMAC","NA NA",49,0,NA,NA,NA,NA,NA,NA,NA
"3034",10,"Mercyhurst","Pennsylvania State Athletic","Seton Hill College","Pennsylvania State Athletic","NA NA",0,14,NA,NA,NA,NA,NA,NA,NA
"3035",10,"Temple","American Athletic","Navy","American Athletic","Navy -4.5",32,18,54,-21.8,3.04,61.5,-13.9,-4.5,"Navy"
"3036",10,"Millsaps","Southern Athletic","Southwestern University","Southern Athletic","NA NA",13,42,NA,NA,NA,NA,NA,NA,NA
"3037",10,"Tennessee Tech","Big South-OVC","UT Martin","Big South-OVC","UT Martin -18.5",41,44,31.5,-39,1,51,-19.5,-18.5,"UT Martin"
"3038",10,"Air Force","Mountain West","Army","FBS Independents","Air Force -14.5",3,23,72,5.2,3.042,60.5,-5.2,-14.5,"Air Force"
"3039",10,"Arkansas State","Sun Belt","Louisiana","Sun Belt","Louisiana -1.3",37,17,64.5,-7.5,2.65,68.5,0.3,-1.3,"Louisiana"
"3040",10,"Northern Colorado","Big Sky","Idaho","Big Sky","Idaho -6.5",13,27,38.5,-32,1,46,-24.5,-6.5,"Idaho"
"3041",10,"Northwestern State","Southland","Houston Christian","Southland","NA NA",0,1,36,-34.5,1,NA,NA,NA,NA
"3042",10,"North Texas","American Athletic","UT San Antonio","American Athletic","NA NA",29,37,62.5,-7.2,2.78,NA,NA,NA,NA
"3043",10,"Missouri State","MVFC","Illinois State","MVFC","Missouri State -14",35,36,63,-7.5,1,50,-20.5,-14,"Missouri State"
"3044",10,"South Dakota State","MVFC","North Dakota State","MVFC","North Dakota State -5",33,16,70,-0.5,1,76,5.5,-5,"North Dakota State"
"3045",10,"Memphis","American Athletic","South Florida","American Athletic","Memphis -13.1",59,50,72.5,2.8,2.62,62,-9.5,-13.1,"Memphis"
"3046",10,"Lindenwood","Big South-OVC","Eastern Illinois","Big South-OVC","NA NA",10,16,NA,NA,NA,30.5,-40,NA,NA
"3047",10,"Wofford","Southern","Western Carolina","Southern","Western Carolina -5",25,28,37.5,-33,1,43.5,-27,-5,"Western Carolina"
"3048",10,"Montana State","Big Sky","Northern Arizona","Big Sky","Montana State -20",45,21,65,-5.5,1,46,-24.5,-20,"Montana State"
"3049",10,"Alcorn State","SWAC","Southern","SWAC","Alcorn State -5.5",44,21,38,-32.5,1,33.5,-37,-5.5,"Alcorn State"
"3050",10,"UAB","American Athletic","Florida Atlantic","American Athletic","UAB -4.5",45,42,64,-15.2,3.524,63,-9.9,-4.5,"UAB"
"3051",10,"Arkansas-Monticello","Great American","Southern Nazarene","Great American","NA NA",14,41,NA,NA,NA,NA,NA,NA,NA
"3052",10,"Central Oklahoma","Mid America","Washburn","Mid America","NA NA",41,7,NA,NA,NA,NA,NA,NA,NA
"3053",10,"Indianapolis","Great Lakes","McKendree","Great Lakes","NA NA",16,21,NA,NA,NA,NA,NA,NA,NA
"3054",10,"Prairie View","SWAC","Arkansas-Pine Bluff","SWAC","NA NA",38,14,NA,NA,NA,50,-25,NA,NA
"3055",10,"Northeastern State","Mid America","Northwest Missouri State","Mid America","NA NA",0,52,NA,NA,NA,NA,NA,NA,NA
"3056",10,"Abilene Christian","UAC","Utah Tech","UAC","NA NA",24,7,43,-27.5,1,NA,NA,NA,NA
"3057",10,"Mississippi College","Gulf South","West Florida","Gulf South","NA NA",14,42,NA,NA,NA,NA,NA,NA,NA
"3058",10,"Northwestern Oklahoma State","Great American","Southern Arkansas","Great American","NA NA",14,42,NA,NA,NA,NA,NA,NA,NA
"3059",10,"Southwestern Oklahoma","Great American","Henderson State","Great American","NA NA",0,56,NA,NA,NA,NA,NA,NA,NA
"3060",10,"Guilford","Old Dominion","Averett","Old Dominion","NA NA",13,34,NA,NA,NA,NA,NA,NA,NA
"3061",10,"Jackson State","SWAC","Texas Southern","SWAC","Jackson State -18",21,19,45,-25.5,1,28,-42.5,-18,"Jackson State"
"3062",10,"Colorado Mesa","Rocky Mountain","Chadron State","Rocky Mountain","NA NA",38,22,NA,NA,NA,NA,NA,NA,NA
"3063",10,"Western State","Rocky Mountain","Fort Lewis","Rocky Mountain","NA NA",57,3,NA,NA,NA,NA,NA,NA,NA
"3064",10,"Black Hills State","Rocky Mountain","Adams State","Rocky Mountain","NA NA",35,28,NA,NA,NA,NA,NA,NA,NA
"3065",10,"Lane","SIAC","Savannah State","SIAC","NA NA",27,21,NA,NA,NA,NA,NA,NA,NA
"3066",10,"Southern Utah","UAC","Lincoln University (CA)",NA,"NA NA",35,6,33.5,-37,1,NA,NA,NA,NA
"3067",10,"Northern State","Northern Sun","Augustana (SD)","Northern Sun","NA NA",21,31,NA,NA,NA,NA,NA,NA,NA
"3068",10,"UMass","FBS Independents","Merrimack","NEC","NA NA",31,21,53,-17.7,2.106,NA,NA,NA,NA
"3069",10,"Louisville","ACC","Virginia Tech","ACC","Louisville -8.4",34,3,83,10.8,2.444,77,4.7,-8.4,"Louisville"
"3070",10,"Cincinnati","Big 12","UCF","Big 12","UCF -7",26,28,71.5,-7.2,2.472,81,4.5,-7,"UCF"
"3071",10,"Northwestern","Big Ten","Iowa","Big Ten","Northwestern -0.8",7,10,73.5,-1.4,1.804,74.5,8.1,-0.8,"Northwestern"
"3072",10,"Georgia","SEC","Missouri","SEC","Georgia -11",30,21,97.5,29.5,2.034,88.5,17.8,-11,"Georgia"
"3073",10,"South Carolina State","MEAC","Howard","MEAC","NA NA",27,24,NA,NA,NA,25.5,-45,NA,NA
"3074",10,"North Carolina Central","MEAC","Norfolk State","MEAC","NA NA",38,24,NA,NA,NA,36,-34.5,NA,NA
"3075",10,"Minnesota","Big Ten","Illinois","Big Ten","Illinois -0.6",26,27,69.5,-1.3,2.938,73,-2.6,-0.6,"Illinois"
"3076",10,"Maryland","Big Ten","Penn State","Big Ten","Penn State -8.1",15,51,79,9.2,2.364,89.5,26,-8.1,"Penn State"
"3077",10,"Old Dominion","Sun Belt","Coastal Carolina","Sun Belt","Old Dominion -1.6",24,28,63,-10.2,1.564,63,-2.9,-1.6,"Old Dominion"
"3078",10,"Georgia State","Sun Belt","James Madison","Sun Belt","James Madison -12.9",14,42,63,-9.4,2.068,78,13.3,-12.9,"James Madison"
"3079",10,"East Carolina","American Athletic","Tulane","American Athletic","Tulane -12.5",10,13,61,-13.3,0,73.5,4.1,-12.5,"Tulane"
"3080",10,"Oklahoma State","Big 12","Oklahoma","Big 12","Oklahoma -8.2",27,24,77.5,5.9,2.812,88.5,16.4,-8.2,"Oklahoma"
"3081",10,"Baylor","Big 12","Houston","Big 12","Houston 0",24,25,66,-8.8,3.458,69.5,-8.3,0,"Houston"
"3082",10,"Pittsburgh","ACC","Florida State","ACC","Florida State -12.4",7,24,71.5,-6.9,1.614,85.5,23.7,-12.4,"Florida State"
"3083",10,"Tulsa","American Athletic","Charlotte","American Athletic","Tulsa -3.5",26,33,58,-14.2,0.982,55.5,-22.1,-3.5,"Tulsa"
"3084",10,"Nevada","Mountain West","Hawai'i","Mountain West","Nevada -0.2",14,27,54,-22.4,2.71,56.5,-16.7,-0.2,"Nevada"
"3085",10,"Southern Mississippi","Sun Belt","Louisiana Monroe","Sun Belt","NA NA",24,7,NA,NA,NA,NA,NA,NA,NA
"3086",10,"Eastern Washington","Big Sky","Cal Poly","Big Sky","Eastern Washington -31.5",48,13,65,-5.5,1,34.5,-36,-31.5,"Eastern Washington"
"3087",10,"Lamar","Southland","Texas A&M-Commerce","Southland","NA NA",41,21,30,-40.5,1,NA,NA,NA,NA
"3088",10,"Vanderbilt","SEC","Auburn","SEC","Auburn -18.9",15,31,61,-13.7,1.096,81,8.1,-18.9,"Auburn"
"3089",10,"Charleston Southern","Big South-OVC","Tennessee State","Big South-OVC","Charleston Southern -8",35,21,43.5,-27,1,36.5,-34,-8,"Charleston Southern"
"3090",10,"Incarnate Word","Southland","Nicholls","Southland","Incarnate Word -5",32,45,57.5,-13,1,53.5,-17,-5,"Incarnate Word"
"3091",10,"Ohio Wesleyan","North Coast","Wittenberg","North Coast","NA NA",28,36,NA,NA,NA,NA,NA,NA,NA
"3092",10,"Southeastern Louisiana","Southland","McNeese","Southland","Southeastern Louisiana -11.5",38,24,57.5,-13,1,47,-23.5,-11.5,"Southeastern Louisiana"
"3093",10,"Whitworth","Northwest","George Fox University","Northwest","NA NA",24,13,NA,NA,NA,NA,NA,NA,NA
"3094",10,"Pacific Lutheran","Northwest","Linfield","Northwest","NA NA",19,42,NA,NA,NA,NA,NA,NA,NA
"3095",10,"Harding","Great American","East Central","Great American","NA NA",48,7,NA,NA,NA,NA,NA,NA,NA
"3096",10,"Western Oregon","Lone Star","Texas A&M-Kingsville","Lone Star","NA NA",27,34,NA,NA,NA,NA,NA,NA,NA
"3097",10,"Arkansas Tech","Great American","Southeastern Oklahoma","Great American","NA NA",14,7,NA,NA,NA,NA,NA,NA,NA
"3098",10,"Eastern Kentucky","UAC","Austin Peay","UAC","Eastern Kentucky -3",30,33,52,-18.5,1,50,-20.5,-3,"Eastern Kentucky"
"3099",10,"Miles","SIAC","Tuskegee","SIAC","NA NA",35,10,NA,NA,NA,NA,NA,NA,NA
"3100",10,"North Alabama","UAC","Central Arkansas","UAC","Central Arkansas -7",14,27,41,-29.5,1,49,-21.5,-7,"Central Arkansas"
"3101",10,"Texas State","Sun Belt","Georgia Southern","Sun Belt","Texas State -6.8",45,24,67.5,-4,2.25,63,-4.4,-6.8,"Texas State"
"3102",10,"Alabama State","SWAC","Grambling","SWAC","NA NA",17,6,30,-40.5,1,NA,NA,NA,NA
"3103",10,"Oregon","Pac-12","California","Pac-12","Oregon -21.7",63,19,95.5,25,2.246,76,1.1,-21.7,"Oregon"
"3104",10,"Birmingham-Southern","Southern Athletic","Berry College","Southern Athletic","NA NA",6,53,NA,NA,NA,NA,NA,NA,NA
"3105",10,"Barton College","South Atlantic","Limestone","South Atlantic","NA NA",28,33,NA,NA,NA,NA,NA,NA,NA
"3106",10,"West Georgia","Gulf South","Delta State","Gulf South","NA NA",13,47,NA,NA,NA,NA,NA,NA,NA
"3107",10,"Idaho State","Big Sky","Weber State","Big Sky","Weber State -19.5",21,33,39,-31.5,1,59.5,-11,-19.5,"Weber State"
"3108",10,"Edward Waters","SIAC","Virginia Lynchburg",NA,"NA NA",41,17,NA,NA,NA,NA,NA,NA,NA
"3109",10,"Liberty","Conference USA","Louisiana Tech","Conference USA","Liberty -23.5",56,30,76,11.8,3.468,56,-12.5,-23.5,"Liberty"
"3110",10,"Appalachian State","Sun Belt","Marshall","Sun Belt","Appalachian State -10.1",31,9,74,3,1.644,65.5,-8.2,-10.1,"Appalachian State"
"3111",10,"New Mexico","Mountain West","UNLV","Mountain West","UNLV -12.4",14,56,57,-16.8,0.616,70,2,-12.4,"UNLV"
"3112",10,"New Mexico State","Conference USA","Middle Tennessee","Conference USA","New Mexico State -8.9",13,7,66.5,1,2.424,60,-9.4,-8.9,"New Mexico State"
"3113",10,"Worcester Polytechnic","NEWMAC","Coast Guard","NEWMAC","NA NA",21,28,NA,NA,NA,NA,NA,NA,NA
"3114",10,"Lake Erie College","Great Midwest Athletic","Kentucky Wesleyan","Great Midwest Athletic","NA NA",37,43,NA,NA,NA,NA,NA,NA,NA
"3115",10,"Angelo State","Lone Star","Midwestern State","Lone Star","NA NA",27,12,NA,NA,NA,NA,NA,NA,NA
"3116",10,"Pacific (OR)","Northwest","Willamette","Northwest","NA NA",64,6,NA,NA,NA,NA,NA,NA,NA
"3117",10,"UC Davis","Big Sky","Portland State","Big Sky","UC Davis -5.5",37,23,54,-16.5,1,49.5,-21,-5.5,"UC Davis"
"3118",10,"West Virginia","Big 12","BYU","Big 12","West Virginia -10.4",37,7,78.5,5.4,2.876,71,-3.7,-10.4,"West Virginia"
"3119",10,"San Diego State","Mountain West","Utah State","Mountain West","San Diego State -4.6",24,32,63.5,-10.5,2.12,61,-8.5,-4.6,"San Diego State"
"3120",10,"Tarleton State","UAC","Stephen F. Austin","UAC","Stephen F. Austin -12",59,17,43,-27.5,1,56,-14.5,-12,"Stephen F. Austin"
"3121",10,"Iowa State","Big 12","Kansas","Big 12","Iowa State -1.3",21,28,81.5,8.6,2.82,83,9.3,-1.3,"Iowa State"
"3122",10,"Mississippi State","SEC","Kentucky","SEC","Kentucky -1.1",3,24,76,-0.4,2.876,80,9.3,-1.1,"Kentucky"
"3123",10,"Rice","American Athletic","SMU","American Athletic","SMU -13.9",31,36,63.5,-8.3,2.572,80,10.5,-13.9,"SMU"
"3124",10,"USC","Pac-12","Washington","Pac-12","Washington -6.3",42,52,83.5,7.9,2.698,92.5,18.6,-6.3,"Washington"
"3125",10,"Michigan","Big Ten","Purdue","Big Ten","Michigan -28.7",41,13,96.5,32.1,3.164,71,-7.4,-28.7,"Michigan"
"3126",10,"Alabama","SEC","LSU","SEC","Alabama -9.4",42,28,96.5,23.7,3.36,90.5,18.7,-9.4,"Alabama"
"3127",10,"NC State","ACC","Miami","ACC","NC State -1.9",20,6,79,9.4,2.864,80,11.7,-1.9,"NC State"
"3128",10,"Montana","Big Sky","Sacramento State","Big Sky","Montana -6",34,7,65.5,-5,1,60.5,-10,-6,"Montana"
"3129",10,"Lewis & Clark","Northwest","Puget Sound","Northwest","NA NA",66,24,NA,NA,NA,NA,NA,NA,NA
"3130",10,"Washington State","Pac-12","Stanford","Pac-12","Washington State -21.3",7,10,79.5,4.6,3.292,61.5,-12.3,-21.3,"Washington State"
"3131",10,"UTEP","Conference USA","Western Kentucky","Conference USA","Western Kentucky -8.1",13,21,54.5,-15.9,2.41,65,-1.5,-8.1,"Western Kentucky"
"3132",10,"Fresno State","Mountain West","Boise State","Mountain West","Boise State -4.8",37,30,69.5,0.5,2.716,77,7.4,-4.8,"Boise State"
"3133",10,"Colorado","Pac-12","Oregon State","Pac-12","Oregon State -11.5",19,26,71,-5.4,2.506,85,14.7,-11.5,"Oregon State"
"3134",10,"Cal Lutheran","So. Cal.","Claremont","So. Cal.","NA NA",13,30,NA,NA,NA,NA,NA,NA,NA
"3135",10,"Pomona-Pitzer","So. Cal.","Redlands","So. Cal.","NA NA",20,7,NA,NA,NA,NA,NA,NA,NA
"3136",10,"Chapman","So. Cal.","La Verne","So. Cal.","NA NA",37,7,NA,NA,NA,NA,NA,NA,NA
"3137",10,"Arizona","Pac-12","UCLA","Pac-12","Arizona -6.5",27,10,86,12.1,2.04,81.5,7.9,-6.5,"Arizona"
"3138",11,"Western Michigan","Mid-American","Central Michigan","Mid-American","Western Michigan -1.4",38,28,57.5,-15.9,1.94,58,-19.2,-1.4,"Western Michigan"
"3139",11,"Northern Illinois","Mid-American","Ball State","Mid-American","Northern Illinois -5.5",17,20,64.5,-6.7,0.968,60,-14.9,-5.5,"Northern Illinois"
"3140",11,"Buffalo","Mid-American","Ohio","Mid-American","Ohio -8.7",10,20,55.5,-15.1,3.762,68,-2.2,-8.7,"Ohio"
"3141",11,"Kent State","Mid-American","Bowling Green","Mid-American","Bowling Green -18.6",19,49,44,-26.4,1.86,64.5,-5.9,-18.6,"Bowling Green"
"3142",11,"Miami (OH)","Mid-American","Akron","Mid-American","NA NA",19,0,NA,NA,NA,52.5,-21.6,NA,NA
"3143",11,"Toledo","Mid-American","Eastern Michigan","Mid-American","Toledo -15.7",49,23,71,4,2.722,58,-9.6,-15.7,"Toledo"
"3144",11,"Louisville","ACC","Virginia","ACC","Louisville -15.9",31,24,83,10.8,2.444,69.5,-10.3,-15.9,"Louisville"
"3145",11,"Louisiana","Sun Belt","Southern Mississippi","Sun Belt","NA NA",31,34,68.5,0.3,2.82,NA,NA,NA,NA
"3146",11,"College of New Jersey","New Jersey","Christopher Newport","New Jersey","NA NA",21,27,NA,NA,NA,NA,NA,NA,NA
"3147",11,"Salisbury","New Jersey","Kean","New Jersey","NA NA",31,28,NA,NA,NA,NA,NA,NA,NA
"3148",11,"Rowan","New Jersey","William Paterson","New Jersey","NA NA",24,14,NA,NA,NA,NA,NA,NA,NA
"3149",11,"SMU","American Athletic","North Texas","American Athletic","SMU -20.5",45,21,80,10.5,3.014,62.5,-7.2,-20.5,"SMU"
"3150",11,"Arkansas-Pine Bluff","SWAC","Grambling","SWAC","NA NA",14,43,50,-25,1,NA,NA,NA,NA
"3151",11,"UNLV","Mountain West","Wyoming","Mountain West","UNLV -1.9",34,14,70,2,1.882,70,-3.8,-1.9,"UNLV"
"3152",11,"UMass Dartmouth","MSCAC","Plymouth State","MSCAC","NA NA",41,7,NA,NA,NA,NA,NA,NA,NA
"3153",11,"Illinois","Big Ten","Indiana","Big Ten","Illinois -6.8",48,45,73,-2.6,2.308,68.5,-7.4,-6.8,"Illinois"
"3154",11,"Findlay","Great Midwest Athletic","Tiffin","Great Midwest Athletic","NA NA",7,26,NA,NA,NA,NA,NA,NA,NA
"3155",11,"Delaware State","MEAC","Norfolk State","MEAC","NA NA",21,44,NA,NA,NA,36,-34.5,NA,NA
"3156",11,"South Carolina State","MEAC","Morgan State","MEAC","NA NA",17,20,NA,NA,NA,23.5,-47,NA,NA
"3157",11,"Clemson","ACC","Georgia Tech","ACC","Clemson -15.7",42,21,87.5,10.9,2.236,74,-1.3,-15.7,"Clemson"
"3158",11,"Kansas","Big 12","Texas Tech","Big 12","Kansas -6.6",13,16,83,9.3,1.58,78,3.7,-6.6,"Kansas"
"3159",11,"Worcester State College","MSCAC","Framingham State","MSCAC","NA NA",6,41,NA,NA,NA,NA,NA,NA,NA
"3160",11,"Kentucky","SEC","Alabama","SEC","Alabama -13.8",21,49,80,9.3,2.744,96.5,23.7,-13.8,"Alabama"
"3161",11,"Upper Iowa","Northern Sun","Quincy","Great Lakes","NA NA",28,38,NA,NA,NA,NA,NA,NA,NA
"3162",11,"Tulane","American Athletic","Tulsa","American Athletic","Tulane -19.6",24,22,73.5,4.1,4.068,58,-14.2,-19.6,"Tulane"
"3163",11,"South Florida","American Athletic","Temple","American Athletic","South Florida -10.2",27,23,62,-9.5,2.244,54,-21.8,-10.2,"South Florida"
"3164",11,"Ithaca","Liberty League","SUNY Cortland","Empire 8","NA NA",28,38,NA,NA,NA,NA,NA,NA,NA
"3165",11,"Rochester","Liberty League","Hobart","Liberty League","NA NA",23,27,NA,NA,NA,NA,NA,NA,NA
"3166",11,"Union","Liberty League","Rensselaer","Liberty League","NA NA",13,7,NA,NA,NA,NA,NA,NA,NA
"3167",11,"Endicott College","Commonwealth Coast","University of New England","Commonwealth Coast","NA NA",41,14,NA,NA,NA,NA,NA,NA,NA
"3168",11,"Nichols","Commonwealth Coast","Husson","Commonwealth Coast","NA NA",31,61,NA,NA,NA,NA,NA,NA,NA
"3169",11,"Thomas More",NA,"Lake Erie College","Great Midwest Athletic","NA NA",44,6,NA,NA,NA,NA,NA,NA,NA
"3170",11,"Shepherd","Pennsylvania State Athletic","Mercyhurst","Pennsylvania State Athletic","NA NA",49,25,NA,NA,NA,NA,NA,NA,NA
"3171",11,"Millersville","Pennsylvania State Athletic","Seton Hill College","Pennsylvania State Athletic","NA NA",10,30,NA,NA,NA,NA,NA,NA,NA
"3172",11,"Kutztown","Pennsylvania State Athletic","Slippery Rock","Pennsylvania State Athletic","NA NA",31,7,NA,NA,NA,NA,NA,NA,NA
"3173",11,"West Chester","Pennsylvania State Athletic","Clarion","Pennsylvania State Athletic","NA NA",34,7,NA,NA,NA,NA,NA,NA,NA
"3174",11,"Princeton","Ivy","Yale","Ivy","NA NA",28,36,NA,NA,NA,49.5,-21,NA,NA
"3175",11,"Assumption","Northeast 10","Southern Connecticut State","Northeast 10","NA NA",14,20,NA,NA,NA,NA,NA,NA,NA
"3176",11,"Fairmont State","Mountain East","Frostburg State","Mountain East","NA NA",20,50,NA,NA,NA,NA,NA,NA,NA
"3177",11,"FDU-Florham","Mid Atlantic","Misericordia","Mid Atlantic","NA NA",3,6,NA,NA,NA,NA,NA,NA,NA
"3178",11,"Walsh","Great Midwest Athletic","Northwood (MI)","Great Midwest Athletic","NA NA",24,31,NA,NA,NA,NA,NA,NA,NA
"3179",11,"Bloomsburg","Pennsylvania State Athletic","Indiana (PA)","Pennsylvania State Athletic","NA NA",0,31,NA,NA,NA,NA,NA,NA,NA
"3180",11,"West Virginia State","Mountain East","Charleston (WV)","Mountain East","NA NA",20,52,NA,NA,NA,NA,NA,NA,NA
"3181",11,"Dean College","ECFC","Alfred State College","ECFC","NA NA",3,55,NA,NA,NA,NA,NA,NA,NA
"3182",11,"Bates College","NESCAC","Hamilton","NESCAC","NA NA",7,21,NA,NA,NA,NA,NA,NA,NA
"3183",11,"Robert Morris","Big South-OVC","Charleston Southern","Big South-OVC","Charleston Southern -10",14,12,32.5,-38,1,43.5,-27,-10,"Charleston Southern"
"3184",11,"Duquesne","NEC","Stonehill","NEC","NA NA",28,33,38,-32.5,1,NA,NA,NA,NA
"3185",11,"Curry","Commonwealth Coast","Western New England","Commonwealth Coast","NA NA",27,48,NA,NA,NA,NA,NA,NA,NA
"3186",11,"Belhaven College","USA South","Brevard College","USA South","NA NA",46,19,NA,NA,NA,NA,NA,NA,NA
